,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,ORPHA,DOID
33471,HP:0001045,Vitiligo,DOID:12306,vitiligo,Vitiligo,ORPHA:51636,51636,0060591
33472,HP:0001888,Lymphopenia,C0024312,Lymphopenia,Lymphopenia,ORPHA:51636,51636,0060591
33473,HP:0001888,Lymphopenia,DOID:614,lymphopenia,Lymphopenia,ORPHA:51636,51636,0060591
33474,HP:0002861,Melanoma,DOID:1909,melanoma,Melanoma,ORPHA:51636,51636,0060591
33475,HP:0001287,Meningitis,C0025289,Meningitis,Meningitis,ORPHA:51636,51636,0060591
33476,HP:0001287,Meningitis,DOID:9471,meningitis,Meningitis,ORPHA:51636,51636,0060591
33477,HP:0012740,Papilloma,C0030354,Papilloma,Papilloma,ORPHA:51636,51636,0060591
33478,HP:0012740,Papilloma,DOID:2615,papilloma,Papilloma,ORPHA:51636,51636,0060591
33479,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,ORPHA:51636,51636,0060591
33480,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:51636,51636,0060591
33481,HP:0002110,Bronchiectasis,C0006267,Bronchiectasis,Bronchiectasis,ORPHA:51636,51636,0060591
33482,HP:0002110,Bronchiectasis,DOID:9563,bronchiectasis,Bronchiectasis,ORPHA:51636,51636,0060591
33483,HP:0001251,Ataxia,C0004134,Ataxia,Ataxia,ORPHA:51636,51636,0060591
33484,HP:0001251,Ataxia,D001259,Ataxia,Ataxia,ORPHA:51636,51636,0060591
33485,HP:0001875,Neutropenia,C0027947,Neutropenia,Neutropenia,ORPHA:51636,51636,0060591
33486,HP:0001875,Neutropenia,DOID:1227,neutropenia,Neutropenia,ORPHA:51636,51636,0060591
33487,HP:0100806,Sepsis,C0243026,Sepsis,Sepsis,ORPHA:51636,51636,0060591
33488,HP:0000704,Periodontitis,C0031099,Periodontitis,Periodontitis,ORPHA:51636,51636,0060591
33489,HP:0000704,Periodontitis,DOID:824,periodontitis,Periodontitis,ORPHA:51636,51636,0060591
33490,HP:0000388,Otitis media,C0029882,Otitis media,Otitis media,ORPHA:51636,51636,0060591
33491,HP:0000388,Otitis media,DOID:10754,otitis media,Otitis media,ORPHA:51636,51636,0060591
33492,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:51636,51636,0060591
33493,HP:0000246,Sinusitis,C0037199,Sinusitis,Sinusitis,ORPHA:51636,51636,0060591
33494,HP:0000246,Sinusitis,DOID:0050127,sinusitis,Sinusitis,ORPHA:51636,51636,0060591
33495,HP:0100750,Atelectasis,C0004144,Atelectasis,Atelectasis,ORPHA:51636,51636,0060591
33496,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:29073,29073,9538
33497,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:29073,29073,9538
33498,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:29073,29073,9538
33499,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:29073,29073,9538
33500,HP:0002176,Spinal cord compression,C0037926,Spinal cord compression,Spinal cord compression,ORPHA:29073,29073,9538
33501,HP:0000112,Nephropathy,C0022658,Nephropathy,Nephropathy,ORPHA:29073,29073,9538
33502,HP:0012378,Fatigue,C0015672,Fatigue,Fatigue,ORPHA:29073,29073,9538
33503,HP:0012378,Fatigue,D005221,Fatigue,Fatigue,ORPHA:29073,29073,9538
33504,HP:0002716,Lymphadenopathy,C0497156,Lymphadenopathy,Lymphadenopathy,ORPHA:29073,29073,9538
33505,HP:0002202,Pleural effusion,C0032227,Pleural effusion,Pleural effusion,ORPHA:29073,29073,9538
33506,HP:0003072,Hypercalcemia,DOID:12678,hypercalcemia,Hypercalcemia,ORPHA:29073,29073,9538
33507,HP:0003072,Hypercalcemia,C0020437,Hypercalcaemia,Hypercalcemia,ORPHA:29073,29073,9538
33508,HP:0001744,Splenomegaly,C0038002,Splenomegaly,Splenomegaly,ORPHA:29073,29073,9538
33509,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:29073,29073,9538
33510,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:29073,29073,9538
33511,HP:0000100,Nephrotic syndrome,C0027726,Nephrotic syndrome,Nephrotic syndrome,ORPHA:29073,29073,9538
33512,HP:0000100,Nephrotic syndrome,DOID:1184,nephrotic syndrome,Nephrotic syndrome,ORPHA:29073,29073,9538
33513,HP:0002653,Bone pain,C0151825,Bone pain,Bone pain,ORPHA:29073,29073,9538
33514,HP:0003401,Paresthesia,D010292,Paresthesia,Paresthesia,ORPHA:29073,29073,9538
33515,HP:0003401,Paresthesia,C0030554,Paraesthesia,Paresthesia,ORPHA:29073,29073,9538
33516,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:29073,29073,9538
33517,HP:0001919,Acute kidney injury,C2609414,Acute kidney injury,Acute kidney injury,ORPHA:29073,29073,9538
33518,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:2965,2965,5394
33521,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,ORPHA:2965,2965,5394
33524,HP:0002615,Hypotension,C0020649,Hypotension,Hypotension,ORPHA:2965,2965,5394
33527,HP:0000651,Diplopia,C0012569,Diplopia,Diplopia,ORPHA:2965,2965,5394
33530,HP:0000651,Diplopia,D004172,Diplopia,Diplopia,ORPHA:2965,2965,5394
33533,HP:0000602,Ophthalmoplegia,C0029089,Ophthalmoplegia,Ophthalmoplegia,ORPHA:2965,2965,5394
33536,HP:0000602,Ophthalmoplegia,D009886,Ophthalmoplegia,Ophthalmoplegia,ORPHA:2965,2965,5394
33539,HP:0000602,Ophthalmoplegia,DOID:539,ophthalmoplegia,Ophthalmoplegia,ORPHA:2965,2965,5394
33542,HP:0040075,Hypopituitarism,C0020635,Hypopituitarism,Hypopituitarism,ORPHA:2965,2965,5394
33545,HP:0040075,Hypopituitarism,DOID:9406,hypopituitarism,Hypopituitarism,ORPHA:2965,2965,5394
33548,HP:0000618,Blindness,C0456909,Blindness,Blindness,ORPHA:2965,2965,5394
33551,HP:0000618,Blindness,D001766,Blindness,Blindness,ORPHA:2965,2965,5394
33554,HP:0000618,Blindness,DOID:1432,blindness,Blindness,ORPHA:2965,2965,5394
33557,HP:0002315,Headache,C0018681,Headache,Headache,ORPHA:2965,2965,5394
33560,HP:0002315,Headache,D006261,Headache,Headache,ORPHA:2965,2965,5394
33563,HP:0002013,Vomiting,C0042963,Vomiting,Vomiting,ORPHA:2965,2965,5394
33566,HP:0002013,Vomiting,D014839,Vomiting,Vomiting,ORPHA:2965,2965,5394
33569,HP:0010514,Hyperpituitarism,DOID:2444,hyperpituitarism,Hyperpituitarism,ORPHA:2965,2965,5394
33572,HP:0000823,Delayed puberty,C0034012,Delayed puberty,Delayed puberty,ORPHA:2965,2965,5394
33575,HP:0100639,Erectile dysfunction,C0242350,Erectile dysfunction,Erectile dysfunction,ORPHA:2965,2965,5394
33578,HP:0000141,Amenorrhea,DOID:13938,amenorrhea,Amenorrhea,ORPHA:2965,2965,5394
33581,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:2965,2965,5394
33584,HP:0012378,Fatigue,C0015672,Fatigue,Fatigue,ORPHA:2965,2965,5394
33587,HP:0012378,Fatigue,D005221,Fatigue,Fatigue,ORPHA:2965,2965,5394
33590,HP:0000771,Gynecomastia,DOID:12698,gynecomastia,Gynecomastia,ORPHA:2965,2965,5394
33593,HP:0000771,Gynecomastia,C0018418,Gynaecomastia,Gynecomastia,ORPHA:2965,2965,5394
33596,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,ORPHA:2965,2965,5394
33599,HP:0000135,Hypogonadism,C0020619,Hypogonadism,Hypogonadism,ORPHA:2965,2965,5394
33602,HP:0000135,Hypogonadism,DOID:1924,hypogonadism,Hypogonadism,ORPHA:2965,2965,5394
33605,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,ORPHA:2965,2965,5394
33608,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,ORPHA:2965,2965,5394
33611,HP:0000802,Impotence,DOID:1875,impotence,Impotence,ORPHA:2965,2965,5394
33614,HP:0000980,Pallor,C0030232,Pallor,Pallor,ORPHA:2965,2965,5394
33617,HP:0000980,Pallor,D010167,Pallor,Pallor,ORPHA:2965,2965,5394
33620,HP:0000846,Adrenal insufficiency,C0001623,Adrenal insufficiency,Adrenal insufficiency,ORPHA:2965,2965,5394
33623,HP:0002321,Vertigo,C0042571,Vertigo,Vertigo,ORPHA:2965,2965,5394
33626,HP:0002321,Vertigo,D014717,Vertigo,Vertigo,ORPHA:2965,2965,5394
33629,HP:0000044,Hypogonadotropic hypogonadism,DOID:0090070,hypogonadotropic hypogonadism,Hypogonadotropic hypogonadism,ORPHA:2965,2965,5394
33632,HP:0040307,Male sexual dysfunction,C1112443,Male sexual dysfunction,Male sexual dysfunction,ORPHA:2965,2965,5394
33635,HP:0040307,Male sexual dysfunction,C1112442,Female sexual dysfunction,Male sexual dysfunction,ORPHA:2965,2965,5394
33638,HP:0100829,Galactorrhea,C0235660,Galactorrhoea,Galactorrhea,ORPHA:2965,2965,5394
33641,HP:0012377,Hemianopia,C0018979,Hemianopia,Hemianopia,ORPHA:2965,2965,5394
33644,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,ORPHA:2965,2965,5394
33647,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,ORPHA:2965,2965,5394
33650,HP:0006824,Cranial nerve paralysis,C0151311,Cranial nerve paralysis,Cranial nerve paralysis,ORPHA:2965,2965,5394
33653,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:243,243,14450
33662,HP:0000133,Gonadal dysgenesis,DOID:14447,gonadal dysgenesis,Gonadal dysgenesis,ORPHA:243,243,14450
33671,HP:0010514,Hyperpituitarism,DOID:2444,hyperpituitarism,Hyperpituitarism,ORPHA:243,243,14450
33680,HP:0000823,Delayed puberty,C0034012,Delayed puberty,Delayed puberty,ORPHA:243,243,14450
33689,HP:0000141,Amenorrhea,DOID:13938,amenorrhea,Amenorrhea,ORPHA:243,243,14450
33698,HP:0001251,Ataxia,C0004134,Ataxia,Ataxia,ORPHA:243,243,14450
33707,HP:0001251,Ataxia,D001259,Ataxia,Ataxia,ORPHA:243,243,14450
33716,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,ORPHA:243,243,14450
33725,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,ORPHA:243,243,14450
33734,HP:0002206,Pulmonary fibrosis,C0034069,Pulmonary fibrosis,Pulmonary fibrosis,ORPHA:243,243,14450
33743,HP:0002206,Pulmonary fibrosis,DOID:3770,pulmonary fibrosis,Pulmonary fibrosis,ORPHA:243,243,14450
33752,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,ORPHA:243,243,14450
33761,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,ORPHA:243,243,14450
33770,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:486,486,0112130
33774,HP:0001876,Pancytopenia,C0030312,Pancytopenia,Pancytopenia,ORPHA:486,486,0112130
33778,HP:0001876,Pancytopenia,DOID:12450,pancytopenia,Pancytopenia,ORPHA:486,486,0112130
33782,HP:0002863,Myelodysplasia,C0026985,Myelodysplasia,Myelodysplasia,ORPHA:486,486,0112130
33786,HP:0100658,Cellulitis,C0007642,Cellulitis,Cellulitis,ORPHA:486,486,0112130
33790,HP:0100658,Cellulitis,DOID:3488,cellulitis,Cellulitis,ORPHA:486,486,0112130
33794,HP:0001945,Fever,D005334,Fever,Fever,ORPHA:486,486,0112130
33798,HP:0006721,Acute lymphoblastic leukemia,DOID:9952,acute lymphoblastic leukemia,Acute lymphoblastic leukemia,ORPHA:486,486,0112130
33802,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:486,486,0112130
33806,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:486,486,0112130
33810,HP:0002090,Pneumonia,C0032285,Pneumonia,Pneumonia,ORPHA:486,486,0112130
33814,HP:0002090,Pneumonia,DOID:552,pneumonia,Pneumonia,ORPHA:486,486,0112130
33818,HP:0001028,Hemangioma,DOID:255,hemangioma,Hemangioma,ORPHA:486,486,0112130
33822,HP:0012311,Monocytosis,C0085702,Monocytosis,Monocytosis,ORPHA:486,486,0112130
33826,HP:0010280,Stomatitis,C0038362,Stomatitis,Stomatitis,ORPHA:486,486,0112130
33830,HP:0010280,Stomatitis,DOID:9637,stomatitis,Stomatitis,ORPHA:486,486,0112130
33834,HP:0001909,Leukemia,DOID:1240,leukemia,Leukemia,ORPHA:486,486,0112130
33838,HP:0001888,Lymphopenia,C0024312,Lymphopenia,Lymphopenia,ORPHA:486,486,0112130
33842,HP:0001888,Lymphopenia,DOID:614,lymphopenia,Lymphopenia,ORPHA:486,486,0112130
33846,HP:0002488,Acute leukemia,DOID:12603,acute leukemia,Acute leukemia,ORPHA:486,486,0112130
33850,HP:0002488,Acute leukemia,C0085669,Acute leukaemia,Acute leukemia,ORPHA:486,486,0112130
33854,HP:0001915,Aplastic anemia,DOID:12449,aplastic anemia,Aplastic anemia,ORPHA:486,486,0112130
33858,HP:0001915,Aplastic anemia,C0002874,Aplastic anaemia,Aplastic anemia,ORPHA:486,486,0112130
33862,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:486,486,0112130
33866,HP:0200042,Skin ulcer,C0037299,Skin ulcer,Skin ulcer,ORPHA:486,486,0112130
33870,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,ORPHA:486,486,0112130
33874,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:486,486,0112130
33878,HP:0001875,Neutropenia,C0027947,Neutropenia,Neutropenia,ORPHA:486,486,0112130
33882,HP:0001875,Neutropenia,DOID:1227,neutropenia,Neutropenia,ORPHA:486,486,0112130
33886,HP:0000704,Periodontitis,C0031099,Periodontitis,Periodontitis,ORPHA:486,486,0112130
33890,HP:0000704,Periodontitis,DOID:824,periodontitis,Periodontitis,ORPHA:486,486,0112130
33894,HP:0002014,Diarrhea,DOID:13250,diarrhea,Diarrhea,ORPHA:486,486,0112130
33898,HP:0002014,Diarrhea,D003967,Diarrhea,Diarrhea,ORPHA:486,486,0112130
33902,HP:0004808,Acute myeloid leukemia,DOID:9119,acute myeloid leukemia,Acute myeloid leukemia,ORPHA:486,486,0112130
33906,HP:0004808,Acute myeloid leukemia,C0023467,Acute myeloid leukaemia,Acute myeloid leukemia,ORPHA:486,486,0112130
33910,HP:0001974,Leukocytosis,C0023518,Leukocytosis,Leukocytosis,ORPHA:486,486,0112130
33914,HP:0002027,Abdominal pain,C0000737,Abdominal pain,Abdominal pain,ORPHA:486,486,0112130
33918,HP:0002027,Abdominal pain,D015746,Abdominal Pain,Abdominal pain,ORPHA:486,486,0112130
33922,HP:0012384,Rhinitis,C0035455,Rhinitis,Rhinitis,ORPHA:486,486,0112130
33926,HP:0012384,Rhinitis,DOID:4483,rhinitis,Rhinitis,ORPHA:486,486,0112130
33930,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:486,486,0112130
33934,HP:0001880,Eosinophilia,C0014457,Eosinophilia,Eosinophilia,ORPHA:486,486,0112130
33938,HP:0000230,Gingivitis,C0017574,Gingivitis,Gingivitis,ORPHA:486,486,0112130
33942,HP:0000230,Gingivitis,DOID:3087,gingivitis,Gingivitis,ORPHA:486,486,0112130
33946,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:53697,53697,0111533
33947,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:53697,53697,0111533
33948,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:53697,53697,0111533
33949,HP:0002754,Osteomyelitis,C0029443,Osteomyelitis,Osteomyelitis,ORPHA:53697,53697,0111533
33950,HP:0002754,Osteomyelitis,DOID:1019,osteomyelitis,Osteomyelitis,ORPHA:53697,53697,0111533
33951,HP:0000483,Astigmatism,DOID:11782,astigmatism,Astigmatism,ORPHA:1826,1826,0111785
33953,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:1826,1826,0111785
33955,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:1826,1826,0111785
33957,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,ORPHA:1826,1826,0111785
33959,HP:0002414,Spina bifida,C0080178,Spina bifida,Spina bifida,ORPHA:1826,1826,0111785
33961,HP:0002414,Spina bifida,DOID:0080016,spina bifida,Spina bifida,ORPHA:1826,1826,0111785
33963,HP:0008661,Urethral stenosis,C0041974,Urethral stenosis,Urethral stenosis,ORPHA:1826,1826,0111785
33965,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,ORPHA:1826,1826,0111785
33967,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,ORPHA:1826,1826,0111785
33969,HP:0001363,Craniosynostosis,C0010278,Craniosynostosis,Craniosynostosis,ORPHA:1826,1826,0111785
33971,HP:0001363,Craniosynostosis,DOID:2340,craniosynostosis,Craniosynostosis,ORPHA:1826,1826,0111785
33973,HP:0045005,Neural tube defect,C0027794,Neural tube defect,Neural tube defect,ORPHA:1826,1826,0111785
33975,HP:0045005,Neural tube defect,DOID:0080074,neural tube defect,Neural tube defect,ORPHA:1826,1826,0111785
33977,HP:0009804,Tooth agenesis,DOID:0050591,tooth agenesis,Tooth agenesis,ORPHA:1826,1826,0111785
33979,HP:0003298,Spina bifida occulta,C0080174,Spina bifida occulta,Spina bifida occulta,ORPHA:1826,1826,0111785
33981,HP:0003298,Spina bifida occulta,DOID:0080073,spina bifida occulta,Spina bifida occulta,ORPHA:1826,1826,0111785
33983,HP:0000796,Urethral obstruction,C0041972,Urethral obstruction,Urethral obstruction,ORPHA:1826,1826,0111785
33985,HP:0000796,Urethral obstruction,DOID:12577,urethral obstruction,Urethral obstruction,ORPHA:1826,1826,0111785
33987,HP:0006000,Ureteral obstruction,DOID:5199,ureteral obstruction,Ureteral obstruction,ORPHA:1826,1826,0111785
33989,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:1826,1826,0111785
33991,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:1826,1826,0111785
33993,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,ORPHA:1826,1826,0111785
33995,HP:0000126,Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis,ORPHA:1826,1826,0111785
33997,HP:0000126,Hydronephrosis,DOID:11111,hydronephrosis,Hydronephrosis,ORPHA:1826,1826,0111785
33999,HP:0000185,Cleft soft palate,DOID:0110214,cleft soft palate,Cleft soft palate,ORPHA:1826,1826,0111785
34001,HP:0000646,Amblyopia,C0002418,Amblyopia,Amblyopia,ORPHA:1826,1826,0111785
34003,HP:0000646,Amblyopia,D000550,Amblyopia,Amblyopia,ORPHA:1826,1826,0111785
34005,HP:0000646,Amblyopia,DOID:10376,amblyopia,Amblyopia,ORPHA:1826,1826,0111785
34007,HP:0001265,Hyporeflexia,C0151888,Hyporeflexia,Hyporeflexia,ORPHA:95716,95716,0112183
34013,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:95716,95716,0112183
34019,HP:0001662,Bradycardia,C0428977,Bradycardia,Bradycardia,ORPHA:95716,95716,0112183
34025,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:95716,95716,0112183
34031,HP:0100790,Hernia,C0019270,Hernia,Hernia,ORPHA:95716,95716,0112183
34037,HP:0001396,Cholestasis,C0008370,Cholestasis,Cholestasis,ORPHA:95716,95716,0112183
34043,HP:0001396,Cholestasis,DOID:13580,cholestasis,Cholestasis,ORPHA:95716,95716,0112183
34049,HP:0000952,Jaundice,C0022346,Jaundice,Jaundice,ORPHA:95716,95716,0112183
34055,HP:0000952,Jaundice,D007565,Jaundice,Jaundice,ORPHA:95716,95716,0112183
34061,HP:0000851,Congenital hypothyroidism,C0010308,Congenital hypothyroidism,Congenital hypothyroidism,ORPHA:95716,95716,0112183
34067,HP:0000851,Congenital hypothyroidism,DOID:0050328,congenital hypothyroidism,Congenital hypothyroidism,ORPHA:95716,95716,0112183
34073,HP:0002904,Hyperbilirubinemia,C0020433,Hyperbilirubinaemia,Hyperbilirubinemia,ORPHA:95716,95716,0112183
34079,HP:0001254,Lethargy,C0023380,Lethargy,Lethargy,ORPHA:95716,95716,0112183
34085,HP:0001254,Lethargy,D053609,Lethargy,Lethargy,ORPHA:95716,95716,0112183
34091,HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia,ORPHA:95716,95716,0112183
34097,HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Umbilical hernia,ORPHA:95716,95716,0112183
34103,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,ORPHA:95716,95716,0112183
34109,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,ORPHA:95716,95716,0112183
34115,HP:0000853,Goiter,DOID:12176,goiter,Goiter,ORPHA:95716,95716,0112183
34121,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:95716,95716,0112183
34127,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:95716,95716,0112183
34133,HP:0011675,Arrhythmia,C0003811,Arrhythmia,Arrhythmia,ORPHA:95716,95716,0112183
34139,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:95716,95716,0112183
34145,HP:0002045,Hypothermia,C0413252,Hypothermia,Hypothermia,ORPHA:95716,95716,0112183
34151,HP:0002045,Hypothermia,D007035,Hypothermia,Hypothermia,ORPHA:95716,95716,0112183
34157,HP:0002019,Constipation,C0009806,Constipation,Constipation,ORPHA:95716,95716,0112183
34163,HP:0002019,Constipation,D003248,Constipation,Constipation,ORPHA:95716,95716,0112183
34169,HP:0002019,Constipation,DOID:2089,constipation,Constipation,ORPHA:95716,95716,0112183
34175,HP:0001265,Hyporeflexia,C0151888,Hyporeflexia,Hyporeflexia,ORPHA:746,746,0111277
34177,HP:0001259,Coma,C0009421,Coma,Coma,ORPHA:746,746,0111277
34179,HP:0001259,Coma,D003128,Coma,Coma,ORPHA:746,746,0111277
34181,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:746,746,0111277
34183,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,ORPHA:746,746,0111277
34185,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:746,746,0111277
34187,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:746,746,0111277
34189,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:746,746,0111277
34191,HP:0003198,Myopathy,C0026848,Myopathy,Myopathy,ORPHA:746,746,0111277
34193,HP:0003198,Myopathy,DOID:423,myopathy,Myopathy,ORPHA:746,746,0111277
34195,HP:0001284,Areflexia,C0234146,Areflexia,Areflexia,ORPHA:746,746,0111277
34197,HP:0040083,Toe walking,C0427144,Toe walking,Toe walking,ORPHA:746,746,0111277
34199,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:746,746,0111277
34201,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:746,746,0111277
34203,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:746,746,0111277
34205,HP:0001399,Hepatic failure,C0085605,Hepatic failure,Hepatic failure,ORPHA:746,746,0111277
34207,HP:0001396,Cholestasis,C0008370,Cholestasis,Cholestasis,ORPHA:746,746,0111277
34209,HP:0001396,Cholestasis,DOID:13580,cholestasis,Cholestasis,ORPHA:746,746,0111277
34211,HP:0001635,Congestive heart failure,DOID:6000,congestive heart failure,Congestive heart failure,ORPHA:746,746,0111277
34213,HP:0001254,Lethargy,C0023380,Lethargy,Lethargy,ORPHA:746,746,0111277
34215,HP:0001254,Lethargy,D053609,Lethargy,Lethargy,ORPHA:746,746,0111277
34217,HP:0000829,Hypoparathyroidism,C0020626,Hypoparathyroidism,Hypoparathyroidism,ORPHA:746,746,0111277
34219,HP:0000829,Hypoparathyroidism,DOID:11199,hypoparathyroidism,Hypoparathyroidism,ORPHA:746,746,0111277
34221,HP:0001943,Hypoglycemia,DOID:9993,hypoglycemia,Hypoglycemia,ORPHA:746,746,0111277
34223,HP:0001943,Hypoglycemia,C0020615,Hypoglycaemia,Hypoglycemia,ORPHA:746,746,0111277
34225,HP:0002093,Respiratory insufficiency,C0035229,Respiratory insufficiency,Respiratory insufficiency,ORPHA:746,746,0111277
34227,HP:0003394,Muscle spasm,C0037763,Muscle spasms,Muscle spasm,ORPHA:746,746,0111277
34229,HP:0011675,Arrhythmia,C0003811,Arrhythmia,Arrhythmia,ORPHA:746,746,0111277
34231,HP:0001397,Hepatic steatosis,C2711227,Hepatic steatosis,Hepatic steatosis,ORPHA:746,746,0111277
34233,HP:0001714,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,Ventricular hypertrophy,ORPHA:746,746,0111277
34235,HP:0001638,Cardiomyopathy,C0878544,Cardiomyopathy,Cardiomyopathy,ORPHA:746,746,0111277
34237,HP:0001638,Cardiomyopathy,DOID:0050700,cardiomyopathy,Cardiomyopathy,ORPHA:746,746,0111277
34239,HP:0002878,Respiratory failure,C1145670,Respiratory failure,Respiratory failure,ORPHA:746,746,0111277
34241,HP:0002878,Respiratory failure,DOID:11162,respiratory failure,Respiratory failure,ORPHA:746,746,0111277
34243,HP:0002901,Hypocalcemia,C0020598,Hypocalcaemia,Hypocalcemia,ORPHA:746,746,0111277
34245,HP:0001712,Left ventricular hypertrophy,C0149721,Left ventricular hypertrophy,Left ventricular hypertrophy,ORPHA:746,746,0111277
34247,HP:0003201,Rhabdomyolysis,C0035410,Rhabdomyolysis,Rhabdomyolysis,ORPHA:746,746,0111277
34249,HP:0003326,Myalgia,C0231528,Myalgia,Myalgia,ORPHA:746,746,0111277
34251,HP:0003326,Myalgia,D063806,Myalgia,Myalgia,ORPHA:746,746,0111277
34253,HP:0001265,Hyporeflexia,C0151888,Hyporeflexia,Hyporeflexia,ORPHA:819,819,0060768
34258,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:819,819,0060768
34263,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:819,819,0060768
34268,HP:0010442,Polydactyly,C0152427,Polydactyly,Polydactyly,ORPHA:819,819,0060768
34273,HP:0010442,Polydactyly,DOID:1148,polydactyly,Polydactyly,ORPHA:819,819,0060768
34278,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:819,819,0060768
34283,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,ORPHA:819,819,0060768
34288,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,ORPHA:819,819,0060768
34293,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,ORPHA:819,819,0060768
34298,HP:0002155,Hypertriglyceridemia,C0020557,Hypertriglyceridaemia,Hypertriglyceridemia,ORPHA:819,819,0060768
34303,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,ORPHA:819,819,0060768
34308,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,ORPHA:819,819,0060768
34313,HP:0000739,Anxiety,C0003467,Anxiety,Anxiety,ORPHA:819,819,0060768
