,HPO_LABEL,OMIM,HPO,DOID_MAP,EDGES_TO_DOID
7116,Atherosclerosis,257200,0002621,1936,0070111
7117,Arteriosclerosis,257200,0002634,2349,0070111
7118,Osteoporosis,222700,0000939,11476,0060439
7119,Cutis laxa,222700,0000973,3144,0060439
7120,Obesity,222700,0001513,9970,0060439
7121,Pancreatitis,222700,0001733,4989,0060439
7122,Thrombocytopenia,222700,0001873,1588,0060439
7123,Leukopenia,222700,0001882,615,0060439
7124,Anemia,222700,0001903,2355,0060439
7125,Diarrhea,222700,0002014,13250,0060439
7126,Oroticaciduria,222700,0003218,0050833,0060439
7127,Chronic kidney disease,222700,0012622,784,0060439
7128,Osteoporosis,615269,0000939,11476,0090090
7129,Osteoporosis,606054,0000939,11476,14701
7131,Dystonia,606054,0001332,543,14701
7133,Cardiomyopathy,606054,0001638,0050700,14701
7135,Pancreatitis,606054,0001733,4989,14701
7137,Thrombocytopenia,606054,0001873,1588,14701
7139,Neutropenia,606054,0001875,1227,14701
7141,Pancytopenia,606054,0001876,12450,14701
7143,Anemia,606054,0001903,2355,14701
7145,Metabolic acidosis,606054,0001942,0050758,14701
7147,Hypoglycemia,606054,0001943,9993,14701
7149,Constipation,606054,0002019,2089,14701
7151,Lactic acidosis,606054,0003128,3650,14701
7153,Osteoporosis,615271,0000939,11476,0090093
7154,Acanthosis nigricans,614662,0000956,3138,0090140
7155,Obesity,614662,0001513,9970,0090140
7156,Acanthosis nigricans,146000,0000956,3138,0080041
7157,Brachydactyly,146000,0001156,0050581,0080041
7158,Intellectual disability,146000,0001249,1059,0080041
7159,Hypohidrosis,125595,0000966,11155,0111342
7160,Alopecia,125595,0001596,987,0111342
7161,Adermatoglyphia,125595,0007455,0111357,0111342
7162,Hypohidrosis,161000,0000966,11155,0111528
7163,Ectodermal dysplasia,224750,0000968,2121,0111647
7164,Basal cell carcinoma,224750,0002671,2513,0111647
7165,Squamous cell carcinoma,224750,0002860,1749,0111647
7166,Tooth agenesis,224750,0009804,0050591,0111647
7167,Ectodermal dysplasia,614378,0000968,2121,0080806
7168,Cutis laxa,614378,0000973,3144,0080806
7169,Syndactyly,614378,0001159,11193,0080806
7170,Craniosynostosis,614378,0001363,2340,0080806
7171,Pneumonia,614378,0002090,552,0080806
7172,Chronic kidney disease,614378,0012622,784,0080806
7173,Ectodermal dysplasia,225280,0000968,2121,0111649
7174,Syndactyly,225280,0001159,11193,0111649
7175,Tooth agenesis,225280,0009804,0050591,0111649
7176,Ectodermal dysplasia,129200,0000968,2121,0080725
7177,Syndactyly,129200,0001159,11193,0080725
7178,Adermatoglyphia,129200,0007455,0111357,0080725
7179,Anhidrosis,230000,0000970,11156,14500
7180,Angiokeratoma,230000,0001014,479,14500
7181,Intellectual disability,230000,0001249,1059,14500
7182,Polyneuropathy,230000,0001271,1389,14500
7183,Scoliosis,230000,0002650,0060249,14500
7184,Cutis laxa,618853,0000973,3144,0080963
7185,Brachydactyly,618853,0001156,0050581,0080963
7186,Scoliosis,618853,0002650,0060249,0080963
7187,Tooth agenesis,618853,0009804,0050591,0080963
7188,Cutis laxa,250220,0000973,3144,0112298
7189,Brachydactyly,250220,0001156,0050581,0112298
7190,Lissencephaly,250220,0001339,0050453,0112298
7191,Spondylometaphyseal dysplasia,250220,0002657,0112295,0112298
7192,Myocarditis,250220,0012819,820,0112298
7193,Cutis laxa,617237,0000973,3144,0111979
7194,Intellectual disability,617237,0001249,1059,0111979
7195,Umbilical hernia,617237,0001537,0060321,0111979
7196,Lymphopenia,617237,0001888,614,0111979
7197,Severe combined immunodeficiency,617237,0004430,627,0111979
7198,Combined immunodeficiency,617237,0005387,0111962,0111979
7199,Cutis laxa,602875,0000973,3144,0080050
7200,Cutis laxa,610498,0000973,3144,0111483
7201,Brachydactyly,610498,0001156,0050581,0111483
7202,Patent ductus arteriosus,610498,0001643,13832,0111483
7203,Lactic acidosis,610498,0003128,3650,0111483
7204,Purpura,217000,0000979,3326,0060295
7205,Systemic lupus erythematosus,217000,0002725,9074,0060295
7206,Purpura,254450,0000979,3326,4971
7210,Leukemia,254450,0001909,1240,4971
7214,Myelofibrosis,254450,0011974,4971,4971
7218,Purpura,231200,0000979,3326,2217
7221,Thrombocytopenia,231200,0001873,1588,2217
7224,Hypertrichosis,252900,0000998,420,0111395
7225,Intellectual disability,252900,0001249,1059,0111395
7226,Cardiomyopathy,252900,0001638,0050700,0111395
7227,Hypertrophic cardiomyopathy,252900,0001639,11984,0111395
7228,Diarrhea,252900,0002014,13250,0111395
7229,Hypertrichosis,617524,0000998,420,0080248
7230,Hypertrichosis,252920,0000998,420,0111394
7231,Intellectual disability,252920,0001249,1059,0111394
7232,Cardiomyopathy,252920,0001638,0050700,0111394
7233,Hypertrophic cardiomyopathy,252920,0001639,11984,0111394
7234,Diarrhea,252920,0002014,13250,0111394
7235,Hypertrichosis,252940,0000998,420,0111402
7236,Intellectual disability,252940,0001249,1059,0111402
7237,Cardiomyopathy,252940,0001638,0050700,0111402
7238,Hypertrophic cardiomyopathy,252940,0001639,11984,0111402
7239,Diarrhea,252940,0002014,13250,0111402
7240,Hypertrichosis,176100,0000998,420,3132
7242,Hepatocellular carcinoma,176100,0001402,684,3132
7244,Alopecia,176100,0001596,987,3132
7246,Scleroderma,176100,0100324,419,3132
7248,Hypertrichosis,300280,0000998,420,0112148
7249,Cardiomyopathy,300280,0001638,0050700,0112148
7250,Scoliosis,300280,0002650,0060249,0112148
7251,Hypertrichosis,252930,0000998,420,0111393
7252,Intellectual disability,252930,0001249,1059,0111393
7253,Cardiomyopathy,252930,0001638,0050700,0111393
7254,Hypertrophic cardiomyopathy,252930,0001639,11984,0111393
7255,Diarrhea,252930,0002014,13250,0111393
7256,Scoliosis,252930,0002650,0060249,0111393
7257,Hypertrichosis,193510,0000998,420,0110950
7258,Hypertrichosis,614607,0000998,420,0070044
7259,Brachydactyly,614607,0001156,0050581,0070044
7260,Intellectual disability,614607,0001249,1059,0070044
7261,Lymphedema,607823,0001004,4977,0111361
7262,Alopecia,607823,0001596,987,0111361
7263,Urticaria,606764,0001025,1555,9253
7266,Sarcoma,606764,0100242,1115,9253
7269,Constipation,606764,0002019,2089,9253
7272,Intestinal obstruction,606764,0005214,8437,9253
7275,Fibroma,606764,0010614,0050871,9253
7278,Urticaria,256500,0001025,1555,0050474
7279,Asthma,256500,0002099,2841,0050474
7280,Angioedema,256500,0100665,1558,0050474
7281,Allergic rhinitis,256500,0003193,4481,0050474
7282,Ichthyosis,256500,0008064,1697,0050474
7283,Food allergy,256500,0500093,3044,0050474
7284,Intestinal atresia,256500,0011100,10486,0050474
7285,Rhinitis,256500,0012384,4483,0050474
7286,Urticaria,601859,0001025,1555,6688
7288,Thrombocytopenia,601859,0001873,1588,6688
7290,Neutropenia,601859,0001875,1227,6688
7292,Hemolytic anemia,601859,0001878,583,6688
7294,Autoimmune hemolytic anemia,601859,0001890,718,6688
7296,Iron deficiency anemia,601859,0001891,11758,6688
7298,Anemia,601859,0001903,2355,6688
7300,Hypochromic anemia,601859,0001931,11759,6688
7302,Vasculitis,601859,0002633,865,6688
7304,Urticaria,125630,0001025,1555,1554
7305,Urticaria,611762,0001025,1555,0090063
7306,Arthritis,611762,0001369,848,0090063
7307,Stomatitis,611762,0010280,9637,0090063
7308,Erythema nodosum,611762,0012219,0080750,0090063
7309,Urticaria,618987,0001025,1555,0112062
7310,Lymphopenia,618987,0001888,614,0112062
7311,Urticaria,616115,0001025,1555,0090065
7312,Hemangioma,301032,0001028,255,0111838
7313,Intellectual disability,301032,0001249,1059,0111838
7314,Constipation,301032,0002019,2089,0111838
7315,Hemangioma,256540,0001028,255,0080540
7316,Intellectual disability,256540,0001249,1059,0080540
7317,Seborrheic dermatitis,210210,0001051,8741,0080580
7318,Intellectual disability,210210,0001249,1059,0080580
7319,Alopecia,210210,0001596,987,0080580
7320,Metabolic acidosis,210210,0001942,0050758,0080580
7321,Hypoglycemia,210210,0001943,9993,0080580
7322,Seborrheic dermatitis,609536,0001051,8741,8158
7323,Diarrhea,609536,0002014,13250,8158
7324,Complement deficiency,609536,0004431,626,8158
7325,Cholelithiasis,232800,0001081,10211,11721
7326,Arthritis,232800,0001369,848,11721
7327,Cholestasis,232800,0001396,13580,11721
7328,Hemolytic anemia,232800,0001878,583,11721
7329,Anemia,232800,0001903,2355,11721
7330,Gout,232800,0001997,13189,11721
7331,Hyperuricemia,232800,0002149,1920,11721
7332,Myoglobinuria,232800,0002913,0080108,11721
7333,Cholelithiasis,266200,0001081,10211,0111077
7334,Cholecystitis,266200,0001082,1949,0111077
7335,Cholestasis,266200,0001396,13580,0111077
7336,Hemolytic anemia,266200,0001878,583,0111077
7337,Anemia,266200,0001903,2355,0111077
7338,Cholelithiasis,615512,0001081,10211,0050884
7339,Cholecystitis,615512,0001082,1949,0050884
7340,Dystonia,615512,0001332,543,0050884
7341,Cholestasis,615512,0001396,13580,0050884
7342,Congestive heart failure,615512,0001635,6000,0050884
7343,Hemolytic anemia,615512,0001878,583,0050884
7344,Normocytic anemia,615512,0001897,720,0050884
7345,Anemia,615512,0001903,2355,0050884
7346,Myopathy,615512,0003198,423,0050884
7347,Ocular albinism,614171,0001107,0050633,0060547
7348,Thrombocytopenia,614171,0001873,1588,0060547
7349,Leukopenia,614171,0001882,615,0060547
7350,Congenital nystagmus,614171,0006934,9649,0060547
7351,Ocular albinism,611584,0001107,0050633,0110956
7352,Intellectual disability,611584,0001249,1059,0110956
7353,Ocular albinism,614076,0001107,0050633,0060545
7354,Ocular albinism,614073,0001107,0050633,0060542
7355,Pulmonary fibrosis,614073,0002206,3770,0060542
7356,Corneal dystrophy,121800,0001131,2566,0060456
7357,Choroideremia,303100,0001139,9821,9821
7358,Brachydactyly,190351,0001156,0050581,0080376
7359,Scoliosis,190351,0002650,0060249,0080376
7360,Brachydactyly,615503,0001156,0050581,0110094
7361,Syndactyly,615503,0001159,11193,0110094
7362,Polyhydramnios,615503,0001561,8488,0110094
7363,Ventricular septal defect,615503,0001629,1657,0110094
7364,Polydactyly,615503,0010442,1148,0110094
7365,Brachydactyly,177170,0001156,0050581,0080047
7366,Arthritis,177170,0001369,848,0080047
7367,Scoliosis,177170,0002650,0060249,0080047
7368,Osteoarthritis,177170,0002758,8398,0080047
7369,Brachydactyly,618618,0001156,0050581,0112288
7370,Arthritis,618618,0001369,848,0112288
7371,Osteoarthritis,618618,0002758,8398,0112288
7372,Brachydactyly,617809,0001156,0050581,0111727
7373,Polyhydramnios,617809,0001561,8488,0111727
7374,Pneumonia,617809,0002090,552,0111727
7375,Tracheal stenosis,617809,0002777,3227,0111727
7376,Respiratory failure,617809,0002878,11162,0111727
7377,Sleep apnea,617809,0010535,0050847,0111727
7378,Brachydactyly,617396,0001156,0050581,0080962
7379,Metaphyseal dysplasia,617396,0100255,0080019,0080962
7380,Scoliosis,617396,0002650,0060249,0080962
7381,Tooth agenesis,617396,0009804,0050591,0080962
7382,Brachydactyly,112600,0001156,0050581,0110965
7385,Syndactyly,112600,0001159,11193,0110965
7388,Brachydactyly,186570,0001156,0050581,0050789
7389,Proximal symphalangism,186570,0100264,0050788,0050789
7390,Humeroradial synostosis,186570,0003041,0060467,0050789
7391,Brachydactyly,156530,0001156,0050581,0111514
7392,Scoliosis,156530,0002650,0060249,0111514
7393,Arthrogryposis multiplex congenita,156530,0002804,0080954,0111514
7394,Respiratory failure,156530,0002878,11162,0111514
7395,Brachydactyly,616849,0001156,0050581,0110978
7396,Brachydactyly,615072,0001156,0050581,0110977
7397,Brachydactyly,610713,0001156,0050581,0050689
7398,Syndactyly,610713,0001159,11193,0050689
7399,Brachydactyly,607778,0001156,0050581,0050604
7400,Scoliosis,607778,0002650,0060249,0050604
7401,Brachydactyly,618392,0001156,0050581,0112283
7402,Spondyloepiphyseal dysplasia,618392,0002655,0112280,0112283
7403,Brachydactyly,613382,0001156,0050581,0110976
7404,Tooth agenesis,613382,0009804,0050591,0110976
7405,Brachydactyly,600002,0001156,0050581,0111732
7406,Tooth agenesis,600002,0009804,0050591,0111732
7407,Brachydactyly,193530,0001156,0050581,0111571
7409,Solitary median maxillary central incisor,193530,0006315,0111380,0111571
7411,Polydactyly,193530,0010442,1148,0111571
7413,Brachydactyly,271700,0001156,0050581,0112195
7414,Spondyloepiphyseal dysplasia,271700,0002655,0112280,0112195
7415,Brachydactyly,113300,0001156,0050581,0110972
7416,Brachydactyly,301026,0001156,0050581,0111842
7417,Intellectual disability,301026,0001249,1059,0111842
7418,Brachydactyly,617895,0001156,0050581,0080295
7419,Syndactyly,617895,0001159,11193,0080295
7420,Omphalocele,617895,0001539,0060327,0080295
7421,Ventricular septal defect,617895,0001629,1657,0080295
7422,Respiratory failure,617895,0002878,11162,0080295
7423,Polydactyly,617895,0010442,1148,0080295
7424,Brachydactyly,618961,0001156,0050581,0112303
7425,Patent ductus arteriosus,618961,0001643,13832,0112303
7426,Brachydactyly,113200,0001156,0050581,0110971
7427,Brachydactyly,265800,0001156,0050581,0080038
7428,Scoliosis,265800,0002650,0060249,0080038
7429,Spondylolisthesis,265800,0003302,6682,0080038
7430,Spondylolysis,265800,0003304,2300,0080038
7431,Tooth agenesis,265800,0009804,0050591,0080038
7432,Brachydactyly,113000,0001156,0050581,0110969
7433,Syndactyly,113000,0001159,11193,0110969
7434,Ventricular septal defect,113000,0001629,1657,0110969
7435,Scoliosis,113000,0002650,0060249,0110969
7436,Brachydactyly,112500,0001156,0050581,0110964
7437,Brachydactyly,248300,0001156,0050581,0060862
7438,Ichthyosis,248300,0008064,1697,0060862
7439,Brachydactyly,143095,0001156,0050581,0050813
7440,Ventricular septal defect,143095,0001629,1657,0050813
7441,Aortic valve stenosis,143095,0001650,1712,0050813
7442,Scoliosis,143095,0002650,0060249,0050813
7443,Spondyloepiphyseal dysplasia,143095,0002655,0112280,0050813
7444,Arthropathy,143095,0003040,381,0050813
7445,Brachydactyly,607095,0001156,0050581,0050640
7446,Intellectual disability,607095,0001249,1059,0050640
7447,Tooth agenesis,607095,0009804,0050591,0050640
7448,Brachydactyly,113100,0001156,0050581,0110970
7449,Polydactyly,113100,0010442,1148,0110970
7450,Syndactyly,123150,0001159,11193,0111337
7452,Craniosynostosis,123150,0001363,2340,0111337
7454,Syndactyly,200110,0001159,11193,0060550
7455,Syndactyly,225300,0001159,11193,0090026
7456,Syndactyly,611377,0001159,11193,0110975
7457,Proximal symphalangism,611377,0100264,0050788,0110975
7458,Syndactyly,614615,0001159,11193,0110986
7459,Cerebellar hypoplasia,614615,0001321,0070338,0110986
7460,Apraxia,614615,0002186,0060135,0110986
7461,Polydactyly,614615,0010442,1148,0110986
7462,Syndactyly,617667,0001159,11193,0111406
7463,Tracheal stenosis,617667,0002777,3227,0111406
7464,Syndactyly,605289,0001159,11193,0090023
7465,Syndactyly,217085,0001159,11193,0111591
7466,Subvalvular aortic stenosis,217085,0001682,5805,0111591
7467,Polydactyly,217085,0010442,1148,0111591
7468,Syndactyly,614970,0001159,11193,0110989
7469,Apraxia,614970,0002186,0060135,0110989
7470,Polydactyly,614970,0010442,1148,0110989
7471,Syndactyly,614305,0001159,11193,0060757
7472,Syndactyly,142900,0001159,11193,0060468
7473,Ventricular septal defect,142900,0001629,1657,0060468
7474,Patent ductus arteriosus,142900,0001643,13832,0060468
7475,Scoliosis,142900,0002650,0060249,0060468
7476,Syndactyly,135750,0001159,11193,0111350
7477,Polydactyly,135750,0010442,1148,0111350
7478,Intellectual disability,617020,0001249,1059,0080417
7479,Dystonia,617020,0001332,543,0080417
7480,Status epilepticus,617020,0002133,1824,0080417
7481,Intellectual disability,229100,0001249,1059,0111679
7482,Megaloblastic anemia,229100,0001889,13382,0111679
7483,Anemia,229100,0001903,2355,0111679
7484,Macrocytic anemia,229100,0001972,2361,0111679
7485,Intellectual disability,276880,0001249,1059,0112180
7486,Intellectual disability,207900,0001249,1059,14755
7487,Oroticaciduria,207900,0003218,0050833,14755
7488,Intellectual disability,246700,0001249,1059,0060357
7489,Diarrhea,246700,0002014,13250,0060357
7490,Hypolipoproteinemia,246700,0010981,1387,0060357
7491,Intellectual disability,222748,0001249,1059,0111629
7492,Metabolic acidosis,222748,0001942,0050758,0111629
7493,Intellectual disability,615744,0001249,1059,0080431
7494,Status epilepticus,615744,0002133,1824,0080431
7495,Intellectual disability,300804,0001249,1059,0110981
7496,Cerebellar hypoplasia,300804,0001321,0070338,0110981
7497,Polydactyly,300804,0010442,1148,0110981
7498,Intellectual disability,276600,0001249,1059,0050725
7499,Intellectual disability,300088,0001249,1059,0060848
7500,Status epilepticus,300088,0002133,1824,0060848
7501,Intellectual disability,615991,0001249,1059,0110136
7503,Obesity,615991,0001513,9970,0110136
7505,Intellectual disability,300972,0001249,1059,0112002
7506,Cholestasis,300972,0001396,13580,0112002
7507,Leukopenia,300972,0001882,615,0112002
7508,Intellectual disability,617065,0001249,1059,0080427
7509,Intellectual disability,613925,0001249,1059,0080318
7510,Intellectual disability,300653,0001249,1059,0111933
7511,Hemolytic anemia,300653,0001878,583,0111933
7512,Anemia,300653,0001903,2355,0111933
7513,Migraine,300653,0002076,6364,0111933
7514,Myoglobinuria,300653,0002913,0080108,0111933
7515,Myopathy,300653,0003198,423,0111933
7516,Intellectual disability,617836,0001249,1059,0080473
7517,Dystonia,617836,0001332,543,0080473
7518,Intellectual disability,615990,0001249,1059,0110135
7519,Obesity,615990,0001513,9970,0110135
7520,Polydactyly,615990,0010442,1148,0110135
7521,Intellectual disability,605899,0001249,1059,9268
7524,Intellectual disability,242600,0001249,1059,0112265
7527,Intellectual disability,617169,0001249,1059,0112104
7528,Intellectual disability,600721,0001249,1059,0111351
7529,Cardiomyopathy,600721,0001638,0050700,0111351
7530,D-2-hydroxyglutaric aciduria,600721,0012321,0050575,0111351
7531,Intellectual disability,615279,0001249,1059,0111462
7532,Ventricular septal defect,615279,0001629,1657,0111462
7533,Cardiomyopathy,615279,0001638,0050700,0111462
7534,Hypertrophic cardiomyopathy,615279,0001639,11984,0111462
7535,Scoliosis,615279,0002650,0060249,0111462
7536,Intellectual disability,135100,0001249,1059,13374
7537,Alopecia,135100,0001596,987,13374
7538,Basal ganglia calcification,135100,0002135,0060230,13374
7539,Scoliosis,135100,0002650,0060249,13374
7540,Respiratory failure,135100,0002878,11162,13374
7541,Intellectual disability,614069,0001249,1059,0090009
7542,Pneumonia,614069,0002090,552,0090009
7543,Bronchitis,614069,0012387,6132,0090009
7544,Intellectual disability,300624,0001249,1059,14261
7545,Mitral valve prolapse,300624,0001634,988,14261
7546,Scoliosis,300624,0002650,0060249,14261
7547,Intellectual disability,617120,0001249,1059,0110996
7548,Apraxia,617120,0002186,0060135,0110996
7549,Intellectual disability,615578,0001249,1059,0111484
7550,Anemia,615578,0001903,2355,0111484
7551,Macrocytic anemia,615578,0001972,2361,0111484
7552,Lactic acidosis,615578,0003128,3650,0111484
7553,Intellectual disability,605309,0001249,1059,0060867
7554,Obesity,605309,0001513,9970,0060867
7555,Lymphopenia,605309,0001888,614,0060867
7556,Intellectual disability,615984,0001249,1059,0110129
7557,Obesity,615984,0001513,9970,0110129
7558,Polydactyly,615984,0010442,1148,0110129
7559,Intellectual disability,300615,0001249,1059,0060693
7560,Diarrhea,300615,0002014,13250,0060693
7561,Intellectual disability,614923,0001249,1059,0090126
7562,Intellectual disability,612164,0001249,1059,0080436
7563,Status epilepticus,612164,0002133,1824,0080436
7564,Paraplegia,612164,0010550,607,0080436
7565,Intellectual disability,615159,0001249,1059,0080113
7566,Dystonia,615159,0001332,543,0080113
7567,Intellectual disability,615871,0001249,1059,0080429
7568,Intellectual disability,618916,0001249,1059,0112221
7569,Scoliosis,618916,0002650,0060249,0112221
7570,Intellectual disability,266130,0001249,1059,0080699
7571,Neutropenia,266130,0001875,1227,0080699
7572,Hemolytic anemia,266130,0001878,583,0080699
7573,Anemia,266130,0001903,2355,0080699
7574,Metabolic acidosis,266130,0001942,0050758,0080699
7575,Intellectual disability,617757,0001249,1059,0080278
7576,Cardiomyopathy,617757,0001638,0050700,0080278
7577,Hypertrophic cardiomyopathy,617757,0001639,11984,0080278
7578,Polymicrogyria,617757,0002126,0080918,0080278
7579,Apraxia,617757,0002186,0060135,0080278
7580,Polydactyly,617757,0010442,1148,0080278
7581,Intellectual disability,210200,0001249,1059,0080579
7582,Metabolic acidosis,210200,0001942,0050758,0080579
7583,Hypoglycemia,210200,0001943,9993,0080579
7584,Intellectual disability,618663,0001249,1059,0112217
7585,Intellectual disability,300607,0001249,1059,0080215
7586,Intellectual disability,228000,0001249,1059,0050464
7587,Arthritis,228000,0001369,848,0050464
7588,Intellectual disability,617976,0001249,1059,0080426
7589,Intellectual disability,616346,0001249,1059,0080437
7590,Intellectual disability,617950,0001249,1059,0111482
7591,Hypoglycemia,617950,0001943,9993,0111482
7592,Intellectual disability,236800,0001249,1059,0112257
7593,Metabolic acidosis,236800,0001942,0050758,0112257
7594,Intellectual disability,604004,0001249,1059,0080316
7596,Intellectual disability,245800,0001249,1059,1930
7597,Paraplegia,245800,0010550,607,1930
7598,Intellectual disability,276710,0001249,1059,0050727
7599,Intellectual disability,248600,0001249,1059,9269
7602,Pancreatitis,248600,0001733,4989,9269
7605,Hypoglycemia,248600,0001943,9993,9269
7608,Lactic acidosis,248600,0003128,3650,9269
7611,Intellectual disability,613720,0001249,1059,0080462
7612,Dystonia,613720,0001332,543,0080462
7613,Intellectual disability,617665,0001249,1059,0080282
7614,Status epilepticus,617665,0002133,1824,0080282
7615,Scoliosis,617665,0002650,0060249,0080282
7616,Attention deficit hyperactivity disorder,617665,0007018,1094,0080282
7617,Intellectual disability,617562,0001249,1059,0080253
7618,Cerebellar hypoplasia,617562,0001321,0070338,0080253
7619,Apraxia,617562,0002186,0060135,0080253
7620,Intellectual disability,617904,0001249,1059,0080291
7621,Scoliosis,617904,0002650,0060249,0080291
7622,Intellectual disability,616981,0001249,1059,0080435
7623,Intellectual disability,614815,0001249,1059,0110987
7624,Ventricular septal defect,614815,0001629,1657,0110987
7625,Scoliosis,614815,0002650,0060249,0110987
7626,Polydactyly,614815,0010442,1148,0110987
7627,Intellectual disability,615006,0001249,1059,0080414
7628,Intellectual disability,614053,0001249,1059,0060332
7629,Cardiomyopathy,614053,0001638,0050700,0060332
7630,Hypertrophic cardiomyopathy,614053,0001639,11984,0060332
7631,Lactic acidosis,614053,0003128,3650,0060332
7632,3-Methylglutaconic aciduria,614053,0003535,0060336,0060332
7633,Intellectual disability,616911,0001249,1059,0090011
7634,Agammaglobulinemia,616911,0004432,2583,0090011
7635,Intellectual disability,607596,0001249,1059,0060265
7636,Cerebellar hypoplasia,607596,0001321,0070338,0060265
7637,Spinal muscular atrophy,607596,0007269,12377,0060265
7638,Intellectual disability,214450,0001249,1059,0060832
7639,Intellectual disability,616366,0001249,1059,0080416
7640,Intellectual disability,617929,0001249,1059,0080432
7641,Intellectual disability,617113,0001249,1059,0080447
7642,Intellectual disability,617389,0001249,1059,0080464
7643,Status epilepticus,617389,0002133,1824,0080464
7644,Intellectual disability,203650,0001249,1059,0080628
7645,Alopecia,203650,0001596,987,0080628
7646,Alopecia universalis,203650,0002289,0050634,0080628
7647,Intellectual disability,300257,0001249,1059,0050437
7648,Cardiomyopathy,300257,0001638,0050700,0050437
7649,Hypertrophic cardiomyopathy,300257,0001639,11984,0050437
7650,Dilated cardiomyopathy,300257,0001644,12930,0050437
7651,Wolff-Parkinson-White syndrome,300257,0001716,384,0050437
7652,Myopathy,300257,0003198,423,0050437
7653,Intellectual disability,271980,0001249,1059,0060175
7654,Status epilepticus,271980,0002133,1824,0060175
7655,Intellectual disability,618873,0001249,1059,0112229
7656,Dystonia,618873,0001332,543,0112229
7657,Lissencephaly,618873,0001339,0050453,0112229
7658,Focal dystonia,618873,0004373,0050836,0112229
7659,Tooth agenesis,618873,0009804,0050591,0112229
7660,Agnosia,618873,0010524,4090,0112229
7661,Craniofacial dystonia,618873,0012179,0050845,0112229
7662,Visual agnosia,618873,0030222,0060155,0112229
7663,Subcortical band heterotopia,618873,0032409,0111169,0112229
7664,Spastic diplegia,231670,0001264,10965,0111254
7665,Dystonia,231670,0001332,543,0111254
7666,Metabolic acidosis,231670,0001942,0050758,0111254
7667,Hypoglycemia,231670,0001943,9993,0111254
7668,Polyneuropathy,277580,0001271,1389,0110953
7669,Leukodystrophy,277580,0002415,10579,0110953
7670,Polyneuropathy,300816,0001271,1389,0111502
7671,Polyneuropathy,300905,0001271,1389,0110207
7672,Meningitis,614379,0001287,9471,0060298
7673,Complement deficiency,614379,0004431,626,0060298
7674,Hepatitis,614379,0012115,2237,0060298
7675,Parkinsonism,128235,0001300,0080855,0090056
7676,Dystonia,128235,0001332,543,0090056
7677,Mutism,128235,0002300,4189,0090056
7678,Focal dystonia,128235,0004373,0050836,0090056
7679,Craniofacial dystonia,128235,0012179,0050845,0090056
7680,Parkinsonism,612067,0001300,0080855,0090048
7681,Dystonia,612067,0001332,543,0090048
7682,Focal dystonia,612067,0004373,0050836,0090048
7683,Craniofacial dystonia,612067,0012179,0050845,0090048
7684,Parkinsonism,613280,0001300,0080855,0080536
7685,Dystonia,613280,0001332,543,0080536
7686,Polycythemia,613280,0001901,8432,0080536
7687,Cerebellar hypoplasia,616654,0001321,0070338,0110993
7688,Lissencephaly,616654,0001339,0050453,0110993
7689,Polymicrogyria,616654,0002126,0080918,0110993
7690,Polydactyly,616654,0010442,1148,0110993
7691,Cerebellar hypoplasia,615228,0001321,0070338,0060333
7692,Cerebellar hypoplasia,612656,0001321,0070338,0050994
7693,Migraine,612656,0002076,6364,0050994
7694,Episodic ataxia,612656,0002131,963,0050994
7695,Hemiplegia,612656,0002301,10969,0050994
7696,Cerebellar hypoplasia,607091,0001321,0070338,0070256
7697,Myopathy,607091,0003198,423,0070256
7698,Cerebellar hypoplasia,616781,0001321,0070338,0110994
7699,Apraxia,616781,0002186,0060135,0110994
7700,Cerebellar hypoplasia,614173,0001321,0070338,0110982
7701,Lissencephaly,614173,0001339,0050453,0110982
7702,Cerebellar hypoplasia,618273,0001321,0070338,0111403
7703,Apraxia,618273,0002186,0060135,0111403
7704,Dystonia,618285,0001332,543,0112205
7705,Status epilepticus,618285,0002133,1824,0112205
7706,Arthrogryposis multiplex congenita,618285,0002804,0080954,0112205
7707,Dystonia,616411,0001332,543,0090050
7708,Focal dystonia,616411,0004373,0050836,0090050
7709,Oromandibular dystonia,616411,0012048,0050843,0090050
7710,Craniofacial dystonia,616411,0012179,0050845,0090050
7711,Dystonia,615073,0001332,543,0090055
7712,Focal dystonia,615073,0004373,0050836,0090055
7713,Craniofacial dystonia,615073,0012179,0050845,0090055
7714,Dystonia,181405,0001332,543,0111552
7715,Scoliosis,181405,0002650,0060249,0111552
7716,Focal dystonia,181405,0004373,0050836,0111552
7717,Craniofacial dystonia,181405,0012179,0050845,0111552
7718,Dystonia,118800,0001332,543,0090049
7719,Focal dystonia,118800,0004373,0050836,0090049
7720,Craniofacial dystonia,118800,0012179,0050845,0090049
7721,Dystonia,615473,0001332,543,0080450
7722,Dystonia,616684,0001332,543,0110187
7723,Scoliosis,616684,0002650,0060249,0110187
7724,Dystonia,615643,0001332,543,0110740
7725,Focal dystonia,615643,0004373,0050836,0110740
7726,Oromandibular dystonia,615643,0012048,0050843,0110740
7727,Craniofacial dystonia,615643,0012179,0050845,0110740
7728,Dystonia,601042,0001332,543,0090044
7729,Migraine,601042,0002076,6364,0090044
7730,Episodic ataxia,601042,0002131,963,0090044
7731,Paraplegia,601042,0010550,607,0090044
7732,Dystonia,108500,0001332,543,0050990
7733,Migraine,108500,0002076,6364,0050990
7734,Episodic ataxia,108500,0002131,963,0050990
7735,Dystonia,128200,0001332,543,0090053
