,HPO_LABEL,OMIM,HPO,MESH,DOID
8765,Cataplexy,257220,0002524,D002385,0070113
8766,Atherosclerosis,257220,0002621,D050197,0070113
8767,Arteriosclerosis,257220,0002634,D001161,0070113
8768,Foam cells,257220,0003651,D005487,0070113
8769,Dementia,300894,0000726,D003704,0110739
8770,Intellectual disability,300894,0001249,D008607,0110739
8771,Dystonia,300894,0001332,D004421,0110739
8772,Tremor,300894,0001337,D014202,0110739
8773,Paraparesis,300894,0002385,D020335,0110739
8774,Dementia,105500,0000726,D003704,0111246
8775,Muscle weakness,105500,0001324,D018908,0111246
8776,Paralysis,105500,0003470,D010243,0111246
8777,Amyotrophic lateral sclerosis,105500,0007354,D000690,0111246
8778,Dementia,311510,0000726,D003704,0111781
8779,Intellectual disability,311510,0001249,D008607,0111781
8780,Dysarthria,311510,0001260,D004401,0111781
8781,Tremor,311510,0001337,D014202,0111781
8782,Megalencephaly,311510,0001355,D058627,0111781
8783,Lewy bodies,311510,0100315,D016631,0111781
8784,Dementia,248900,0000726,D003704,0060245
8785,Dysarthria,248900,0001260,D004401,0060245
8786,Muscle weakness,248900,0001324,D018908,0060245
8787,Paraparesis,248900,0002385,D020335,0060245
8788,Paraplegia,248900,0010550,D010264,0060245
8789,Akinetic mutism,248900,0012672,D000405,0060245
8790,Dementia,607625,0000726,D003704,0070114
8791,Jaundice,607625,0000952,D007565,0070114
8792,Intellectual disability,607625,0001249,D008607,0070114
8793,Ataxia,607625,0001251,D001259,0070114
8794,Dysarthria,607625,0001260,D004401,0070114
8795,Dystonia,607625,0001332,D004421,0070114
8796,Cholestasis,607625,0001396,D002779,0070114
8797,Ascites,607625,0001541,D001201,0070114
8798,Splenomegaly,607625,0001744,D013163,0070114
8799,Respiratory insufficiency,607625,0002093,D012131,0070114
8800,Neurofibrillary tangles,607625,0002185,D016874,0070114
8801,Hepatomegaly,607625,0002240,D006529,0070114
8802,Cataplexy,607625,0002524,D002385,0070114
8803,Atherosclerosis,607625,0002621,D050197,0070114
8804,Arteriosclerosis,607625,0002634,D001161,0070114
8805,Foam cells,607625,0003651,D005487,0070114
8806,Dementia,125370,0000726,D003704,0060162
8807,Edema,125370,0000969,D004487,0060162
8808,Ataxia,125370,0001251,D001259,0060162
8809,Myoclonus,125370,0001336,D009207,0060162
8810,Chorea,125370,0002072,D002819,0060162
8811,Livedo reticularis,182410,0033505,D054068,13096
8812,Hypertension,182410,0000822,D006973,13096
8813,Dysarthria,182410,0001260,D004401,13096
8814,Stroke,182410,0001297,D020521,13096
8815,Muscle weakness,182410,0001324,D018908,13096
8816,Tremor,182410,0001337,D014202,13096
8817,Cerebral hemorrhage,182410,0001342,D002543,13096
8818,Ischemic stroke,182410,0002140,D000083242,13096
8819,Hemiplegia,182410,0002301,D006429,13096
8820,Headache,182410,0002315,D006261,13096
8821,Autoimmunity,182410,0002960,D015551,13096
8822,Hallucinations,248600,0000738,D006212,9269
8825,Edema,248600,0000969,D004487,9269
8828,Intellectual disability,248600,0001249,D008607,9269
8831,Ataxia,248600,0001251,D001259,9269
8834,Lethargy,248600,0001254,D053609,9269
8837,Coma,248600,0001259,D003128,9269
8840,Pancreatitis,248600,0001733,D010195,9269
8843,Acidosis,248600,0001941,D000138,9269
8846,Hypoglycemia,248600,0001943,D007003,9269
8849,Ketosis,248600,0001946,D007662,9269
8852,Vomiting,248600,0002013,D014839,9269
8855,Hallucinations,271980,0000738,D006212,0060175
8856,Anxiety,271980,0000739,D001007,0060175
8857,Intellectual disability,271980,0001249,D008607,0060175
8858,Ataxia,271980,0001251,D001259,0060175
8859,Status epilepticus,271980,0002133,D013226,0060175
8860,Self-injurious behavior,271980,0100716,D016728,0060175
8861,Anxiety,617665,0000739,D001007,0080282
8862,Intellectual disability,617665,0001249,D008607,0080282
8863,Ataxia,617665,0001251,D001259,0080282
8864,Status epilepticus,617665,0002133,D013226,0080282
8865,Scoliosis,617665,0002650,D012600,0080282
8866,Self-mutilation,614970,0000742,D012652,0110989
8867,Syndactyly,614970,0001159,D013576,0110989
8868,Respiratory insufficiency,614970,0002093,D012131,0110989
8869,Self-injurious behavior,614970,0100716,D016728,0110989
8870,Polydactyly,614970,0010442,D017689,0110989
8871,Pectus carinatum,618392,0000768,D066166,0112283
8872,Brachydactyly,618392,0001156,D059327,0112283
8873,Kyphosis,618392,0002808,D007738,0112283
8874,Pectus carinatum,190350,0000768,D066166,14743
8875,Arthritis,190350,0001369,D001168,14743
8876,Scoliosis,190350,0002650,D012600,14743
8877,Osteoarthritis,190350,0002758,D010003,14743
8878,Arthralgia,190350,0002829,D018771,14743
8879,Coxa magna,190350,0003279,D000070603,14743
8880,Pain,190350,0012531,D010146,14743
8881,Pectus carinatum,184255,0000768,D066166,0112297
8883,Scoliosis,184255,0002650,D012600,0112297
8885,Coxa vara,184255,0002812,D060905,0112297
8887,Genu varum,184255,0002970,D056305,0112297
8889,Pectus carinatum,271700,0000768,D066166,0112195
8890,Brachydactyly,271700,0001156,D059327,0112195
8891,Kyphosis,271700,0002808,D007738,0112195
8892,Pectus carinatum,605355,0000768,D066166,0110936
8893,Muscle weakness,605355,0001324,D018908,0110936
8894,Tremor,605355,0001337,D014202,0110936
8895,Respiratory insufficiency,605355,0002093,D012131,0110936
8896,Hip contracture,605355,0003273,D006616,0110936
8897,Pectus carinatum,184252,0000768,D066166,0111554
8898,Scoliosis,184252,0002650,D012600,0111554
8899,Kyphosis,184252,0002808,D007738,0111554
8900,Coxa vara,184252,0002812,D060905,0111554
8901,Pectus carinatum,607778,0000768,D066166,0050604
8902,Brachydactyly,607778,0001156,D059327,0050604
8903,Scoliosis,607778,0002650,D012600,0050604
8904,Coxa vara,607778,0002812,D060905,0050604
8905,Genu varum,607778,0002970,D056305,0050604
8906,Gynecomastia,240900,0000771,D006177,0112263
8907,Obesity,240900,0001513,D009765,0112263
8908,Hypoglycemia,240900,0001943,D007003,0112263
8909,Gynecomastia,139300,0000771,D006177,0090122
8910,Gynecomastia,175200,0000771,D006177,3852
8911,Anemia,175200,0001903,D000740,3852
8912,Abdominal pain,175200,0002027,D015746,3852
8913,Rectal prolapse,175200,0002035,D012005,3852
8914,Gastrointestinal hemorrhage,175200,0002239,D006471,3852
8915,Intussusception,175200,0002576,D007443,3852
8916,Hamartoma,175200,0010566,D006222,3852
8917,Pain,175200,0012531,D010146,3852
8918,Nephrolithiasis,300322,0000787,D053040,1919
8919,Intellectual disability,300322,0001249,D008607,1919
8920,Dysarthria,300322,0001260,D004401,1919
8921,Dystonia,300322,0001332,D004421,1919
8922,Arthritis,300322,0001369,D001168,1919
8923,Anemia,300322,0001903,D000740,1919
8924,Gout,300322,0001997,D006073,1919
8925,Vomiting,300322,0002013,D014839,1919
8926,Chorea,300322,0002072,D002819,1919
8927,Hyperuricemia,300322,0002149,D033461,1919
8928,Azotemia,300322,0002157,D053099,1919
8929,Self-injurious behavior,300322,0100716,D016728,1919
8930,Nephrolithiasis,203500,0000787,D053040,9270
8931,Arthritis,203500,0001369,D001168,9270
8932,Kyphosis,203500,0002808,D007738,9270
8933,Arthralgia,203500,0002829,D018771,9270
8934,Back pain,203500,0003418,D001416,9270
8935,Low back pain,203500,0003419,D017116,9270
8936,Vascular calcification,203500,0004934,D061205,9270
8937,Aortic aneurysm,203500,0004942,D001014,9270
8938,Intervertebral disc degeneration,203500,0008419,D055959,9270
8939,Pain,203500,0012531,D010146,9270
8940,Ochronosis,203500,0030764,D009794,9270
8941,Nephrolithiasis,222730,0000787,D053040,0060650
8942,Intellectual disability,222730,0001249,D008607,0060650
8943,Hypoglycemia,222730,0001943,D007003,0060650
8944,Infertility,618664,0000789,D007246,0111918
8945,Oligospermia,618664,0000798,D009845,0111918
8946,Infertility,617961,0000789,D007246,0111924
8947,Infertility,617965,0000789,D007246,0111928
8948,Infertility,618745,0000789,D007246,0111923
8949,Infertility,243060,0000789,D007246,0070183
8950,Infertility,618751,0000789,D007246,0111917
8951,Infertility,619044,0000789,D007246,0112109
8952,Infertility,619102,0000789,D007246,0112175
8953,Oligospermia,619102,0000798,D009845,0112175
8954,Infertility,615081,0000789,D007246,0070180
8955,Infertility,618433,0000789,D007246,0111919
8956,Oligospermia,618433,0000798,D009845,0111919
8957,Infertility,606766,0000789,D007246,0070168
8958,Infertility,618643,0000789,D007246,0111926
8959,Oligospermia,618643,0000798,D009845,0111926
8960,Infertility,618112,0000789,D007246,0111922
8961,Infertility,612997,0000789,D007246,0070173
8964,Oligospermia,612997,0000798,D009845,0070173
8967,Infertility,617593,0000789,D007246,0070166
8968,Infertility,618341,0000789,D007246,0111914
8969,Infertility,619094,0000789,D007246,0112163
8970,Infertility,618152,0000789,D007246,0111915
8971,Infertility,618420,0000789,D007246,0111921
8972,Infertility,618153,0000789,D007246,0111911
8973,Infertility,258150,0000789,D007246,0070188
8974,Oligospermia,258150,0000798,D009845,0070188
8975,Infertility,617644,0000789,D007246,0070163
8976,Infertility,617592,0000789,D007246,0070170
8977,Infertility,102530,0000789,D007246,0070167
8978,Infertility,614822,0000789,D007246,0070178
8979,Infertility,604931,0000789,D007246,0090141
8980,Oligomenorrhea,604931,0000876,D009839,0090141
8981,Hirsutism,604931,0001007,D006628,0090141
8982,Obesity,604931,0001513,D009765,0090141
8983,Infertility,617214,0000789,D007246,0070174
8984,Infertility,618670,0000789,D007246,0111912
8985,Oligospermia,618670,0000798,D009845,0111912
8986,Infertility,617576,0000789,D007246,0070165
8987,Infertility,619095,0000789,D007246,0112164
8988,Infertility,619144,0000789,D007246,0112271
8989,Infertility,617187,0000789,D007246,0070184
8990,Diabetes mellitus,125852,0000819,D003920,0110741
8991,Glucose intolerance,125852,0001952,D018149,0110741
8992,Diabetes mellitus,614162,0000819,D003920,0111946
8993,Hypothyroidism,614162,0000821,D007037,0111946
8994,Eczema,614162,0000964,D004485,0111946
8995,Lymphopenia,614162,0001888,D008231,0111946
8996,Anemia,614162,0001903,D000740,0111946
8997,Glucose intolerance,614162,0001952,D018149,0111946
8998,Diarrhea,614162,0002014,D003967,0111946
8999,Autoimmunity,614162,0002960,D015551,0111946
9000,Diabetes mellitus,616329,0000819,D003920,0111110
9001,Glucose intolerance,616329,0001952,D018149,0111110
9002,Diabetes mellitus,144650,0000819,D003920,1171
9003,Glucose intolerance,144650,0001952,D018149,1171
9004,Diabetes mellitus,125851,0000819,D003920,0111100
9005,Glucose intolerance,125851,0001952,D018149,0111100
9006,Diabetes mellitus,613375,0000819,D003920,0111109
9007,Obesity,613375,0001513,D009765,0111109
9008,Glucose intolerance,613375,0001952,D018149,0111109
9009,Overweight,613375,0025502,D050177,0111109
9010,Diabetes mellitus,600496,0000819,D003920,0111102
9011,Glucose intolerance,600496,0001952,D018149,0111102
9012,Hyperglycemia,600496,0003074,D006943,0111102
9013,Diabetes mellitus,125850,0000819,D003920,0111099
9014,Glucose intolerance,125850,0001952,D018149,0111099
9015,Flushing,125850,0031284,D005483,0111099
9016,Diabetes mellitus,606392,0000819,D003920,0111103
9017,Glucose intolerance,606392,0001952,D018149,0111103
9018,Diabetes mellitus,613370,0000819,D003920,0111108
9019,Acidosis,613370,0001941,D000138,0111108
9020,Ketosis,613370,0001946,D007662,0111108
9021,Glucose intolerance,613370,0001952,D018149,0111108
9022,Diabetic ketoacidosis,613370,0001953,D016883,0111108
9023,Hyperglycemia,613370,0003074,D006943,0111108
9024,Diabetes mellitus,612225,0000819,D003920,0111107
9025,Glucose intolerance,612225,0001952,D018149,0111107
9026,Diabetes mellitus,612520,0000819,D003920,0110757
9027,Glucose intolerance,612520,0001952,D018149,0110757
9028,Diabetes mellitus,606394,0000819,D003920,0111104
9029,Glucose intolerance,606394,0001952,D018149,0111104
9030,Diabetes mellitus,601942,0000819,D003920,0110749
9031,Glucose intolerance,601942,0001952,D018149,0110749
9032,Diabetes mellitus,616511,0000819,D003920,0111111
9033,Glucose intolerance,616511,0001952,D018149,0111111
9034,Diabetes mellitus,610508,0000819,D003920,0111106
9035,Glucose intolerance,610508,0001952,D018149,0111106
9036,Hypothyroidism,274600,0000821,D007037,0060744
9039,Goiter,274600,0000853,D006042,0060744
9042,Intellectual disability,274600,0001249,D008607,0060744
9045,Hypothyroidism,274700,0000821,D007037,0112187
9046,Goiter,274700,0000853,D006042,0112187
9047,Intellectual disability,274700,0001249,D008607,0112187
9048,Hypothyroidism,191100,0000821,D007037,0080324
9049,Intellectual disability,191100,0001249,D008607,0080324
9050,Megalencephaly,191100,0001355,D058627,0080324
9051,Wolff-Parkinson-White syndrome,191100,0001716,D014927,0080324
9052,Sarcoma,191100,0100242,D012509,0080324
9053,Ependymoma,191100,0002888,D004806,0080324
9054,Nevus,191100,0003764,D009506,0080324
9055,Hemimegalencephaly,191100,0007206,D065705,0080324
9056,Astrocytoma,191100,0009592,D001254,0080324
9057,Rhabdomyoma,191100,0009730,D012207,0080324
9058,Glioma,191100,0009733,D005910,0080324
9059,Optic nerve glioma,191100,0009734,D020339,0080324
9060,Hamartoma,191100,0010566,D006222,0080324
9061,Fibroma,191100,0010614,D005350,0080324
9062,Chordoma,191100,0010762,D002817,0080324
9063,Hypothyroidism,613254,0000821,D007037,0080325
9065,Intellectual disability,613254,0001249,D008607,0080325
9067,Megalencephaly,613254,0001355,D058627,0080325
9069,Wolff-Parkinson-White syndrome,613254,0001716,D014927,0080325
9071,Sarcoma,613254,0100242,D012509,0080325
9073,Ependymoma,613254,0002888,D004806,0080325
9075,Nevus,613254,0003764,D009506,0080325
9077,Hemimegalencephaly,613254,0007206,D065705,0080325
9079,Astrocytoma,613254,0009592,D001254,0080325
9081,Rhabdomyoma,613254,0009730,D012207,0080325
9083,Glioma,613254,0009733,D005910,0080325
9085,Optic nerve glioma,613254,0009734,D020339,0080325
9087,Hamartoma,613254,0010566,D006222,0080325
9089,Fibroma,613254,0010614,D005350,0080325
9091,Chordoma,613254,0010762,D002817,0080325
9093,Hypothyroidism,607200,0000821,D007037,0112189
9094,Congenital hypothyroidism,607200,0000851,D003409,0112189
9095,Hypothyroidism,274900,0000821,D007037,0112184
9096,Goiter,274900,0000853,D006042,0112184
9097,Intellectual disability,274900,0001249,D008607,0112184
9098,Hypothyroidism,274500,0000821,D007037,0112186
9099,Goiter,274500,0000853,D006042,0112186
9100,Hypothyroidism,274800,0000821,D007037,0112188
9101,Goiter,274800,0000853,D006042,0112188
9102,Intellectual disability,274800,0001249,D008607,0112188
9103,Hypothyroidism,601005,0000821,D007037,0060173
9104,Syndactyly,601005,0001159,D013576,0060173
9105,Intellectual disability,601005,0001249,D008607,0060173
9106,Tetralogy of Fallot,601005,0001636,D013771,0060173
9107,Cardiomegaly,601005,0001640,D006332,0060173
9108,Bradycardia,601005,0001662,D001919,0060173
9109,Hypoglycemia,601005,0001943,D007003,0060173
9110,Pneumonia,601005,0002090,D011014,0060173
9111,Hypocalcemia,601005,0002901,D006996,0060173
9112,Bronchitis,601005,0012387,D001991,0060173
9113,Hypertension,605552,0000822,D006973,14221
9114,Obesity,605552,0001513,D009765,14221
9115,Hypertension,605711,0000822,D006973,0080133
9116,Lethargy,605711,0001254,D053609,0080133
9117,Muscle weakness,605711,0001324,D018908,0080133
9118,Failure to thrive,605711,0001508,D005183,0080133
9119,Acidosis,605711,0001941,D000138,0080133
9120,Pulmonary arterial hypertension,605711,0002092,D000081029,0080133
9121,Respiratory insufficiency,605711,0002093,D012131,0080133
9122,Hypertension,615812,0000822,D006973,0060612
9123,Acute coronary syndrome,615812,0033678,D054058,0060612
9124,Stroke,615812,0001297,D020521,0060612
9125,Obesity,615812,0001513,D009765,0060612
9126,Myocardial infarction,615812,0001658,D009203,0060612
9127,Hypercholesterolemia,615812,0003124,D006937,0060612
9128,Hypertension,611489,0000822,D006973,0090030
9129,Hypotension,611489,0002615,D007022,0090030
9130,Fatigue,611489,0012378,D005221,0090030
9131,Hypertension,112410,0000822,D006973,0111247
9132,Brachydactyly,112410,0001156,D059327,0111247
9133,Hypertension,613485,0000822,D006973,0110654
9134,Syncope,613485,0001279,D013575,0110654
9135,Tachycardia,613485,0001649,D013610,0110654
9136,Atrioventricular block,613485,0001678,D054537,0110654
9137,Pulmonary embolism,613485,0002204,D011655,0110654
9138,Atherosclerosis,613485,0002621,D050197,0110654
9139,Arteriosclerosis,613485,0002634,D001161,0110654
9140,Atrial fibrillation,613485,0005110,D001281,0110654
9141,Heart block,613485,0012722,D006327,0110654
9142,Hyperparathyroidism,277440,0000843,D006961,0080884
9143,Muscle weakness,277440,0001324,D018908,0080884
9144,Failure to thrive,277440,0001508,D005183,0080884
9145,Alopecia,277440,0001596,D000505,0080884
9146,Hypophosphatemia,277440,0002148,D017674,0080884
9147,Alopecia universalis,277440,0002289,C537055,0080884
9148,Rickets,277440,0002748,D012279,0080884
9149,Hypocalcemia,277440,0002901,D006996,0080884
9150,Pain,277440,0012531,D010146,0080884
9151,Adrenal insufficiency,618835,0000846,D000309,0112117
9152,Edema,618835,0000969,D004487,0112117
9153,Premature birth,618835,0001622,D047928,0112117
9154,Hydrops fetalis,618835,0001789,D015160,0112117
9155,Anemia,618835,0001903,D000740,0112117
9156,Acidosis,618835,0001941,D000138,0112117
9157,Hypoglycemia,618835,0001943,D007003,0112117
9158,Adrenal insufficiency,202200,0000846,D000309,0080621
9159,Coma,202200,0001259,D003128,0080621
9160,Failure to thrive,202200,0001508,D005183,0080621
9161,Hypoglycemia,202200,0001943,D007003,0080621
9162,Adrenal insufficiency,618839,0000846,D000309,0112118
9163,Edema,618839,0000969,D004487,0112118
9164,Premature birth,618839,0001622,D047928,0112118
9165,Hydrops fetalis,618839,0001789,D015160,0112118
9166,Anemia,618839,0001903,D000740,0112118
9167,Acidosis,618839,0001941,D000138,0112118
9168,Hypoglycemia,618839,0001943,D007003,0112118
9169,Adrenal insufficiency,618838,0000846,D000309,0112119
9170,Edema,618838,0000969,D004487,0112119
9171,Premature birth,618838,0001622,D047928,0112119
9172,Cardiomegaly,618838,0001640,D006332,0112119
9173,Hydrops fetalis,618838,0001789,D015160,0112119
9174,Anemia,618838,0001903,D000740,0112119
9175,Acidosis,618838,0001941,D000138,0112119
9176,Hypoglycemia,618838,0001943,D007003,0112119
9177,Pseudohypoparathyroidism,603233,0000852,D011547,0080222
9180,Brachydactyly,603233,0001156,D059327,0080222
9183,Obesity,603233,0001513,D009765,0080222
9186,Hypocalcemia,603233,0002901,D006996,0080222
9189,Hyperphosphatemia,603233,0002905,D054559,0080222
9192,Goiter,616858,0000853,D006042,0081003
9193,Hemangioma,616858,0001028,D006391,0081003
9194,Thyroiditis,616858,0100646,D013966,0081003
9195,Autoimmunity,616858,0002960,D015551,0081003
9196,Intestinal polyposis,616858,0200008,D044483,0081003
9197,Papilloma,616858,0012740,D010212,0081003
9198,Insulin resistance,614662,0000855,D007333,0090140
9199,Acanthosis nigricans,614662,0000956,D000052,0090140
9200,Obesity,614662,0001513,D009765,0090140
9201,Osteoporosis,615468,0000939,D010024,0111988
9202,Osteoporosis,166710,0000939,D010024,11476
9207,Osteoporosis,126550,0000939,D010024,0080721
9208,Scoliosis,126550,0002650,D012600,0080721
9209,Osteoporosis,257200,0000939,D010024,0070111
9210,Jaundice,257200,0000952,D007565,0070111
9211,Xanthomatosis,257200,0000991,D014973,0070111
9212,Intellectual disability,257200,0001249,D008607,0070111
9213,Muscle weakness,257200,0001324,D018908,0070111
9214,Cholestasis,257200,0001396,D002779,0070111
9215,Failure to thrive,257200,0001508,D005183,0070111
9216,Ascites,257200,0001541,D001201,0070111
9217,Splenomegaly,257200,0001744,D013163,0070111
9218,Anemia,257200,0001903,D000740,0070111
9219,Vomiting,257200,0002013,D014839,0070111
9220,Constipation,257200,0002019,D003248,0070111
9221,Hepatomegaly,257200,0002240,D006529,0070111
9222,Athetosis,257200,0002305,D001264,0070111
9223,Atherosclerosis,257200,0002621,D050197,0070111
9224,Arteriosclerosis,257200,0002634,D001161,0070111
9225,Lymphadenopathy,257200,0002716,D000072281,0070111
9226,Foam cells,257200,0003651,D005487,0070111
9227,Osteoporosis,253010,0000939,D010024,0111392
9228,Aortic valve stenosis,253010,0001650,D001024,0111392
9229,Hepatomegaly,253010,0002240,D006529,0111392
9230,Hernia,253010,0100790,D006547,0111392
9231,Scoliosis,253010,0002650,D012600,0111392
9232,Coxa valga,253010,0002673,D060906,0111392
9233,Kyphosis,253010,0002808,D007738,0111392
9234,Genu valgum,253010,0002857,D056304,0111392
9235,Corneal opacity,253010,0007957,D003318,0111392
9236,Osteoporosis,615269,0000939,D010024,0090090
9237,Osteoporosis,606054,0000939,D010024,14701
9239,Eczema,606054,0000964,D004485,14701
9241,Lethargy,606054,0001254,D053609,14701
9243,Coma,606054,0001259,D003128,14701
9245,Dystonia,606054,0001332,D004421,14701
9247,Failure to thrive,606054,0001508,D005183,14701
9249,Pancreatitis,606054,0001733,D010195,14701
9251,Thrombocytopenia,606054,0001873,D013921,14701
9253,Neutropenia,606054,0001875,D009503,14701
9255,Pancytopenia,606054,0001876,D010198,14701
9257,Anemia,606054,0001903,D000740,14701
9259,Acidosis,606054,0001941,D000138,14701
9261,Hypoglycemia,606054,0001943,D007003,14701
9263,Dehydration,606054,0001944,D003681,14701
9265,Hyperammonemia,606054,0001987,D022124,14701
9267,Vomiting,606054,0002013,D014839,14701
9269,Constipation,606054,0002019,D003248,14701
9271,Apnea,606054,0002104,D001049,14701
9273,Azotemia,606054,0002157,D053099,14701
9275,Hepatomegaly,606054,0002240,D006529,14701
9277,Tachypnea,606054,0002789,D059246,14701
9279,Osteoporosis,615271,0000939,D010024,0090093
9280,Jaundice,237500,0000952,D007565,12308
9281,Cholestasis,237500,0001396,D002779,12308
9282,Hyperbilirubinemia,237500,0002904,D006932,12308
9283,Jaundice,616828,0000952,D007565,0070267
9284,Cholestasis,616828,0001396,D002779,0070267
9285,Splenomegaly,616828,0001744,D013163,0070267
9286,Hepatomegaly,616828,0002240,D006529,0070267
9287,Hypercholesterolemia,616828,0003124,D006937,0070267
9288,Jaundice,612291,0000952,D007565,0111003
9289,Intellectual disability,612291,0001249,D008607,0111003
9290,Ataxia,612291,0001251,D001259,0111003
9291,Cholestasis,612291,0001396,D002779,0111003
9292,Obesity,612291,0001513,D009765,0111003
9293,Encephalocele,612291,0002084,D004677,0111003
9294,Hepatomegaly,612291,0002240,D006529,0111003
9295,Hyperventilation,612291,0002883,D006985,0111003
9296,Jaundice,300972,0000952,D007565,0112002
9297,Intellectual disability,300972,0001249,D008607,0112002
9298,Cholestasis,300972,0001396,D002779,0112002
9299,Splenomegaly,300972,0001744,D013163,0112002
9300,Leukopenia,300972,0001882,D007970,0112002
9301,Hepatomegaly,300972,0002240,D006529,0112002
9302,Jaundice,185000,0000952,D007565,0111562
9303,Cholestasis,185000,0001396,D002779,0111562
9304,Splenomegaly,185000,0001744,D013163,0111562
9305,Anemia,185000,0001903,D000740,0111562
9306,Reticulocytosis,185000,0001923,D045262,0111562
9307,Hepatomegaly,185000,0002240,D006529,0111562
9308,Hyperbilirubinemia,185000,0002904,D006932,0111562
9309,Jaundice,266200,0000952,D007565,0111077
9310,Edema,266200,0000969,D004487,0111077
9311,Cholelithiasis,266200,0001081,D002769,0111077
9312,Cholecystitis,266200,0001082,D002764,0111077
9313,Cholestasis,266200,0001396,D002779,0111077
9314,Splenomegaly,266200,0001744,D013163,0111077
9315,Hydrops fetalis,266200,0001789,D015160,0111077
9316,Anemia,266200,0001903,D000740,0111077
9317,Reticulocytosis,266200,0001923,D045262,0111077
9318,Hyperbilirubinemia,266200,0002904,D006932,0111077
9319,Jaundice,616689,0000952,D007565,0111577
9320,Cholestasis,616689,0001396,D002779,0111577
9321,Splenomegaly,616689,0001744,D013163,0111577
9322,Anemia,616689,0001903,D000740,0111577
9323,Reticulocytosis,616689,0001923,D045262,0111577
9324,Hepatomegaly,616689,0002240,D006529,0111577
9325,Hyperbilirubinemia,616689,0002904,D006932,0111577
9326,Jaundice,232800,0000952,D007565,11721
9327,Cholelithiasis,232800,0001081,D002769,11721
9328,Muscle weakness,232800,0001324,D018908,11721
9329,Arthritis,232800,0001369,D001168,11721
9330,Cholestasis,232800,0001396,D002779,11721
9331,Anemia,232800,0001903,D000740,11721
9332,Reticulocytosis,232800,0001923,D045262,11721
9333,Gout,232800,0001997,D006073,11721
9334,Hyperuricemia,232800,0002149,D033461,11721
9335,Azotemia,232800,0002157,D053099,11721
9336,Hyperbilirubinemia,232800,0002904,D006932,11721
9337,Myoglobinuria,232800,0002913,D009212,11721
9338,Jaundice,615512,0000952,D007565,0050884
9339,Cholelithiasis,615512,0001081,D002769,0050884
9340,Cholecystitis,615512,0001082,D002764,0050884
9341,Muscle weakness,615512,0001324,D018908,0050884
9342,Dystonia,615512,0001332,D004421,0050884
9343,Tremor,615512,0001337,D014202,0050884
9344,Cholestasis,615512,0001396,D002779,0050884
9345,Splenomegaly,615512,0001744,D013163,0050884
9346,Anemia,615512,0001903,D000740,0050884
9347,Respiratory insufficiency,615512,0002093,D012131,0050884
9348,Kyphosis,615512,0002808,D007738,0050884
9349,Acanthosis nigricans,146000,0000956,D000052,0080041
9350,Brachydactyly,146000,0001156,D059327,0080041
9351,Intellectual disability,146000,0001249,D008607,0080041
9352,Genu varum,146000,0002970,D056305,0080041
9353,Eczema,269840,0000964,D004485,0111943
9354,Failure to thrive,269840,0001508,D005183,0111943
9355,Splenomegaly,269840,0001744,D013163,0111943
9356,Diarrhea,269840,0002014,D003967,0111943
9357,Pneumonia,269840,0002090,D011014,0111943
9358,Hepatomegaly,269840,0002240,D006529,0111943
9359,Eczema,210210,0000964,D004485,0080580
9360,Intellectual disability,210210,0001249,D008607,0080580
9361,Lethargy,210210,0001254,D053609,0080580
9362,Coma,210210,0001259,D003128,0080580
9363,Failure to thrive,210210,0001508,D005183,0080580
9364,Alopecia,210210,0001596,D000505,0080580
9365,Acidosis,210210,0001941,D000138,0080580
9366,Hypoglycemia,210210,0001943,D007003,0080580
9367,Ketosis,210210,0001946,D007662,0080580
9368,Hyperammonemia,210210,0001987,D022124,0080580
9369,Vomiting,210210,0002013,D014839,0080580
9370,Azotemia,210210,0002157,D053099,0080580
9371,Eczema,609536,0000964,D004485,8158
9372,Diarrhea,609536,0002014,D003967,8158
9373,Eczema,300988,0000964,D004485,0112001
9374,Neutropenia,300988,0001875,D009503,0112001
9375,Lymphopenia,300988,0001888,D008231,0112001
9376,Hypohidrosis,125595,0000966,D007007,0111342
9377,Alopecia,125595,0001596,D000505,0111342
9378,Hypohidrosis,161000,0000966,D007007,0111528
9379,Ectodermal dysplasia,224750,0000968,D004476,0111647
9380,Onycholysis,224750,0001806,D054039,0111647
9381,Poroma,224750,0031405,D057091,0111647
9382,Ectodermal dysplasia,225280,0000968,D004476,0111649
9383,Syndactyly,225280,0001159,D013576,0111649
9384,Ectrodactyly,225280,0100257,C574275,0111649
9385,Ectodermal dysplasia,129200,0000968,D004476,0080725
9386,Syndactyly,129200,0001159,D013576,0080725
9387,Edema,212070,0000969,D004487,0111583
9388,Angioedema,212070,0100665,D000799,0111583
9389,Edema,253310,0000969,D004487,0060559
9390,Edema,613582,0000969,D004487,0110407
9391,Macular edema,613582,0040049,D008269,0110407
9392,Edema,232500,0000969,D004487,2750
9393,Muscle weakness,232500,0001324,D018908,2750
9394,Failure to thrive,232500,0001508,D005183,2750
9395,Ascites,232500,0001541,D001201,2750
9396,Polyhydramnios,232500,0001561,D006831,2750
9397,Hydrops fetalis,232500,0001789,D015160,2750
9398,Edema,613011,0000969,D004487,0060707
9399,Pericardial effusion,613011,0001698,D010490,0060707
9400,Splenomegaly,613011,0001744,D013163,0060707
9401,Thrombocytopenia,613011,0001873,D013921,0060707
9402,Pancytopenia,613011,0001876,D010198,0060707
