,HPO_LABEL,ORPHA,HPO,DOID_MAP,EDGES_TO_DOID
12107,Retinal detachment,90050,0000541,5327,13025
12110,Blindness,90050,0000618,1432,13025
12113,Retinal detachment,892,0000541,5327,14175
12114,Hypertension,892,0000822,10763,14175
12115,Hemangioma,892,0001028,255,14175
12116,Papilledema,892,0001085,146,14175
12117,Hypertensive retinopathy,892,0001095,11561,14175
12118,Cardiomyopathy,892,0001638,0050700,14175
12119,Myocardial infarction,892,0001658,5844,14175
12120,Polycythemia,892,0001901,8432,14175
12121,Pheochromocytoma,892,0002666,0050771,14175
12122,Paraganglioma,892,0002668,0050773,14175
12123,Renal cell carcinoma,892,0005584,4450,14175
12124,Hemangioblastoma,892,0010797,5241,14175
12125,Myocarditis,892,0012819,820,14175
12126,Epididymal neoplasm,892,0030421,512,14175
12127,Myopia,1515,0000545,11830,0050577
12132,Osteoporosis,1515,0000939,11476,0050577
12137,Brachydactyly,1515,0001156,0050581,0050577
12142,Syndactyly,1515,0001159,11193,0050577
12147,Craniosynostosis,1515,0001363,2340,0050577
12152,Tooth agenesis,1515,0009804,0050591,0050577
12157,Myopia,180,0000545,11830,9821
12158,Myopia,920,0000545,11830,0060550
12159,Cutis laxa,920,0000973,3144,0060550
12160,Syndactyly,920,0001159,11193,0060550
12161,Umbilical hernia,920,0001537,0060321,0060550
12162,Omphalocele,920,0001539,0060327,0060550
12163,Myopia,49382,0000545,11830,13911
12170,Retinal degeneration,49382,0000546,8466,13911
12177,Scotoma,49382,0000575,9335,13911
12184,Abnormal pupillary function,49382,0007686,11518,13911
12191,Retinal degeneration,827,0000546,8466,0050817
12196,Scotoma,827,0000575,9335,0050817
12201,Macular degeneration,827,0000608,4448,0050817
12206,Retinal degeneration,85128,0000546,8466,0050683
12207,Scotoma,85128,0000575,9335,0050683
12208,Macular degeneration,85128,0000608,4448,0050683
12209,Retinitis,85128,0032118,3612,0050683
12210,Retinal degeneration,48818,0000546,8466,0050711
12211,Macular degeneration,48818,0000608,4448,0050711
12212,Blepharospasm,48818,0000643,529,0050711
12213,Diabetes mellitus,48818,0000819,9351,0050711
12214,Parkinsonism,48818,0001300,0080855,0050711
12215,Dystonia,48818,0001332,543,0050711
12216,Congestive heart failure,48818,0001635,6000,0050711
12217,Anemia,48818,0001903,2355,0050711
12218,Hypochromic anemia,48818,0001931,11759,0050711
12219,Microcytic anemia,48818,0001935,11252,0050711
12220,Glucose intolerance,48818,0001952,10603,0050711
12221,Focal dystonia,48818,0004373,0050836,0050711
12222,Hypochromic microcytic anemia,48818,0004840,0050642,0050711
12223,Aceruloplasminemia,48818,0025498,0050711,0050711
12224,Craniofacial dystonia,48818,0012179,0050845,0050711
12225,Retinal degeneration,94147,0000546,8466,0050958
12226,Ophthalmoplegia,94147,0000602,539,0050958
12227,Macular degeneration,94147,0000608,4448,0050958
12228,Blindness,94147,0000618,1432,0050958
12229,Congestive heart failure,94147,0001635,6000,0050958
12230,Uveitis,52417,0000554,13141,0050909
12235,Anemia,52417,0001903,2355,0050909
12240,Constipation,52417,0002019,2089,0050909
12245,Lymphoma,52417,0002665,0060058,0050909
12250,Posterior uveitis,52417,0012123,12574,0050909
12255,B-cell lymphoma,52417,0012191,707,0050909
12260,Non-Hodgkin lymphoma,52417,0012539,0060060,0050909
12265,Uveitis,171,0000554,13141,0060643
12268,Diabetes mellitus,171,0000819,9351,0060643
12271,Osteoporosis,171,0000939,11476,0060643
12274,Cholelithiasis,171,0001081,10211,0060643
12277,Cholestasis,171,0001396,13580,0060643
12280,Hepatocellular carcinoma,171,0001402,684,0060643
12283,Portal hypertension,171,0001409,10762,0060643
12286,Congestive heart failure,171,0001635,6000,0060643
12289,Pancreatitis,171,0001733,4989,0060643
12292,Glucose intolerance,171,0001952,10603,0060643
12295,Ulcerative colitis,171,0100279,8577,0060643
12298,Thyroiditis,171,0100646,7166,0060643
12301,Colitis,171,0002583,0060180,0060643
12304,Celiac disease,171,0002608,10608,0060643
12307,Gastrointestinal carcinoma,171,0002672,0050922,0060643
12310,Hepatitis,171,0012115,2237,0060643
12313,Cholangiocarcinoma,171,0030153,4947,0060643
12316,Microphthalmia,1777,0000568,10629,0111621
12317,Coloboma,1777,0000589,12270,0111621
12318,Brachydactyly,1777,0001156,0050581,0111621
12319,Intellectual disability,1777,0001249,1059,0111621
12320,Aortic aneurysm,1777,0004942,3627,0111621
12321,Scotoma,104,0000575,9335,705
12332,Optic atrophy,104,0000648,5723,705
12343,Myopathy,104,0003198,423,705
12354,Retinal telangiectasia,104,0007763,7736,705
12365,Blepharophimosis,1529,0000581,10348,0111336
12366,Ophthalmoplegia,480,0000602,539,12934
12369,Atrioventricular block,480,0001678,0050820,12934
12372,Third degree atrioventricular block,480,0001709,0050823,12934
12375,Hypopituitarism,480,0040075,9406,12934
12378,Ophthalmoplegia,597,0000602,539,3529
12379,Mitral valve prolapse,597,0001634,988,3529
12380,Malignant hyperthermia,597,0002047,8545,3529
12381,Scoliosis,597,0002650,0060249,3529
12382,Myopathy,597,0003198,423,3529
12383,Ophthalmoplegia,98756,0000602,539,0050955
12384,Dementia,98756,0000726,1307,0050955
12385,Parkinsonism,98756,0001300,0080855,0050955
12386,Cerebellar hypoplasia,98756,0001321,0070338,0050955
12387,Dystonia,98756,0001332,543,0050955
12388,Ophthalmoplegia,98772,0000602,539,0050970
12389,Blindness,644,0000618,1432,0111273
12390,Dementia,644,0000726,1307,0111273
12391,Intellectual disability,644,0001249,1059,0111273
12392,Blepharospasm,98759,0000643,529,0050967
12393,Parkinsonism,98759,0001300,0080855,0050967
12394,Dystonia,98759,0001332,543,0050967
12395,Focal dystonia,98759,0004373,0050836,0050967
12396,Craniofacial dystonia,98759,0012179,0050845,0050967
12397,Blepharospasm,306674,0000643,529,0060556
12398,Dementia,306674,0000726,1307,0060556
12399,Parkinsonism,306674,0001300,0080855,0060556
12400,Dystonia,306674,0001332,543,0060556
12401,Apraxia,306674,0002186,0060135,0060556
12402,Focal dystonia,306674,0004373,0050836,0060556
12403,Oculogyric crisis,306674,0010553,0050842,0060556
12404,Craniofacial dystonia,306674,0012179,0050845,0060556
12405,Blepharospasm,98758,0000643,529,0050956
12406,Dystonia,98758,0001332,543,0050956
12407,Focal dystonia,98758,0004373,0050836,0050956
12408,Craniofacial dystonia,98758,0012179,0050845,0050956
12409,Bradyopsia,98758,0030511,0050335,0050956
12410,Blepharospasm,53351,0000643,529,0090057
12411,Parkinsonism,53351,0001300,0080855,0090057
12412,Dystonia,53351,0001332,543,0090057
12413,Pneumonia,53351,0002090,552,0090057
12414,Focal dystonia,53351,0004373,0050836,0090057
12415,Aspiration pneumonia,53351,0011951,0050152,0090057
12416,Craniofacial dystonia,53351,0012179,0050845,0090057
12417,Blepharospasm,101,0000643,529,0060162
12418,Dementia,101,0000726,1307,0060162
12419,Dystonia,101,0001332,543,0060162
12420,Focal dystonia,101,0004373,0050836,0060162
12421,Oromandibular dystonia,101,0012048,0050843,0060162
12422,Craniofacial dystonia,101,0012179,0050845,0060162
12423,Amblyopia,774,0000646,10376,1270
12427,Nephrolithiasis,774,0000787,585,1270
12431,Hemangioma,774,0001028,255,1270
12435,Cavernous hemangioma,774,0001048,483,1270
12439,Cholelithiasis,774,0001081,10211,1270
12443,Cholecystitis,774,0001082,1949,1270
12447,Portal hypertension,774,0001409,10762,1270
12451,Congestive heart failure,774,0001635,6000,1270
12455,Arteriovenous malformation,774,0100026,11294,1270
12459,Anemia,774,0001903,2355,1270
12463,Microcytic anemia,774,0001935,11252,1270
12467,Esophageal varix,774,0002040,112,1270
12471,Migraine,774,0002076,6364,1270
12475,Pulmonary embolism,774,0002204,9477,1270
12479,Retinal telangiectasia,774,0007763,7736,1270
12483,Optic atrophy,49827,0000648,5723,0090117
12484,Diabetes mellitus,49827,0000819,9351,0090117
12485,Ventricular septal defect,49827,0001629,1657,0090117
12486,Congestive heart failure,49827,0001635,6000,0090117
12487,Cardiac arrest,49827,0001695,0060319,0090117
12488,Thrombocytopenia,49827,0001873,1588,0090117
12489,Megaloblastic anemia,49827,0001889,13382,0090117
12490,Anemia,49827,0001903,2355,0090117
12491,Glucose intolerance,49827,0001952,10603,0090117
12492,Macrocytic anemia,49827,0001972,2361,0090117
12493,Diarrhea,49827,0002014,13250,0090117
12494,Optic atrophy,95,0000648,5723,12705
12495,Diabetes mellitus,95,0000819,9351,12705
12496,Dystonia,95,0001332,543,12705
12497,Cardiomyopathy,95,0001638,0050700,12705
12498,Glucose intolerance,95,0001952,10603,12705
12499,Scoliosis,95,0002650,0060249,12705
12500,Optic atrophy,363417,0000648,5723,0050814
12501,Brachydactyly,363417,0001156,0050581,0050814
12502,Syndactyly,363417,0001159,11193,0050814
12503,Intellectual disability,363417,0001249,1059,0050814
12504,Proximal symphalangism,363417,0100264,0050788,0050814
12505,Radioulnar synostosis,363417,0002974,9827,0050814
12506,Tooth agenesis,363417,0009804,0050591,0050814
12507,Polydactyly,363417,0010442,1148,0050814
12508,Optic atrophy,184,0000648,5723,1856
12509,Obstructive sleep apnea,184,0002870,0050848,1856
12510,Tooth agenesis,184,0009804,0050591,1856
12511,Sleep apnea,184,0010535,0050847,1856
12512,Optic atrophy,98768,0000648,5723,0050963
12513,Intellectual disability,98768,0001249,1059,0050963
12514,Dystonia,98768,0001332,543,0050963
12515,Focal dystonia,98768,0004373,0050836,0050963
12516,Craniofacial dystonia,98768,0012179,0050845,0050963
12517,Optic atrophy,505216,0000648,5723,0070002
12518,Intellectual disability,505216,0001249,1059,0070002
12519,Status epilepticus,505216,0002133,1824,0070002
12520,3-Methylglutaconic aciduria,505216,0003535,0060336,0070002
12521,Optic atrophy,1873,0000648,5723,0111404
12522,Amelogenesis imperfecta,1873,0000705,2187,0111404
12523,Optic atrophy,1513,0000648,5723,0080032
12524,Intellectual disability,1513,0001249,1059,0080032
12525,Hyperostosis,1513,0100774,205,0080032
12526,Optic atrophy,98755,0000648,5723,0050954
12527,Dystonia,98755,0001332,543,0050954
12528,Respiratory failure,98755,0002878,11162,0050954
12529,Ectropion,31150,0000656,1570,1388
12530,Thrombocytopenia,31150,0001873,1588,1388
12531,Anemia,31150,0001903,2355,1388
12532,Atherosclerosis,31150,0002621,1936,1388
12533,Arteriosclerosis,31150,0002634,2349,1388
12534,Syringomyelia,31150,0003396,327,1388
12535,Ectropion,1231,0000656,1570,0060549
12536,Cutis laxa,1231,0000973,3144,0060549
12537,Dementia,356,0000726,1307,4249
12538,Dementia,501,0000726,1307,3534
12540,Pneumonia,501,0002090,552,3534
12542,Status epilepticus,501,0002133,1824,3534
12544,Aspiration pneumonia,501,0011951,0050152,3534
12546,Dementia,178509,0000726,1307,0060486
12547,Parkinsonism,178509,0001300,0080855,0060486
12548,Dementia,820,0000726,1307,13096
12549,Hypertension,820,0000822,10763,13096
12550,Migraine,820,0002076,6364,13096
12551,Aphasia,820,0002381,0060046,13096
12552,Dementia,98762,0000726,1307,0050962
12553,Parkinsonism,98762,0001300,0080855,0050962
12554,Dementia,93256,0000726,1307,0050879
12555,Impotence,93256,0000802,1875,0050879
12556,Hypothyroidism,93256,0000821,1459,0050879
12557,Hypertension,93256,0000822,10763,0050879
12558,Parkinsonism,93256,0001300,0080855,0050879
12559,Congenital diaphragmatic hernia,2255,0000776,3827,0111733
12560,Diabetes mellitus,2255,0000819,9351,0111733
12561,Hypothyroidism,2255,0000821,1459,0111733
12562,Congenital hypothyroidism,2255,0000851,0050328,0111733
12563,Intellectual disability,2255,0001249,1059,0111733
12564,Umbilical hernia,2255,0001537,0060321,0111733
12565,Oligohydramnios,2255,0001562,12215,0111733
12566,Ventricular septal defect,2255,0001629,1657,0111733
12567,Tetralogy of Fallot,2255,0001636,6419,0111733
12568,Patent ductus arteriosus,2255,0001643,13832,0111733
12569,Patent foramen ovale,2255,0001655,13620,0111733
12570,Exocrine pancreatic insufficiency,2255,0001738,13316,0111733
12571,Glucose intolerance,2255,0001952,10603,0111733
12572,Diarrhea,2255,0002014,13250,0111733
12573,Biliary atresia,2255,0005912,13608,0111733
12574,Congenital diaphragmatic hernia,2140,0000776,3827,3827
12576,Nephrolithiasis,212,0000787,585,0090142
12577,Intellectual disability,212,0001249,1059,0090142
12578,Cystathioninuria,212,0003153,0090142,0090142
12579,Infertility,3000,0000789,5223,0111545
12580,Oligospermia,3000,0000798,14228,0111545
12581,Acne,3000,0001061,6543,0111545
12582,Male infertility,3000,0003251,12336,0111545
12583,Attention deficit hyperactivity disorder,3000,0007018,1094,0111545
12584,Impotence,98760,0000802,1875,0050959
12586,Dystonia,98760,0001332,543,0050959
12588,Diabetes mellitus,703,0000819,9351,8506
12590,Urticaria,703,0001025,1555,8506
12592,Glucose intolerance,703,0001952,10603,8506
12594,Diabetes mellitus,2248,0000819,9351,9955
12596,Patent ductus arteriosus,2248,0001643,13832,9955
12598,Glucose intolerance,2248,0001952,10603,9955
12600,Diabetes mellitus,231214,0000819,9351,0080771
12601,Hypothyroidism,231214,0000821,1459,0080771
12602,Hypoparathyroidism,231214,0000829,11199,0080771
12603,Osteoporosis,231214,0000939,11476,0080771
12604,Cholestasis,231214,0001396,13580,0080771
12605,Hepatocellular carcinoma,231214,0001402,684,0080771
12606,Congestive heart failure,231214,0001635,6000,0080771
12607,Cardiomyopathy,231214,0001638,0050700,0080771
12608,Dilated cardiomyopathy,231214,0001644,12930,0080771
12609,Anemia,231214,0001903,2355,0080771
12610,Hypochromic anemia,231214,0001931,11759,0080771
12611,Microcytic anemia,231214,0001935,11252,0080771
12612,Glucose intolerance,231214,0001952,10603,0080771
12613,Hypersplenism,231214,0001971,6376,0080771
12614,Diarrhea,231214,0002014,13250,0080771
12615,Hypochromic microcytic anemia,231214,0004840,0050642,0080771
12616,Hypopituitarism,231214,0040075,9406,0080771
12617,Diabetes mellitus,99886,0000819,9351,0060334
12622,Hypothyroidism,99886,0000821,1459,0060334
12627,Umbilical hernia,99886,0001537,0060321,0060334
12632,Glucose intolerance,99886,0001952,10603,0060334
12637,Diabetic ketoacidosis,99886,0001953,1837,0060334
12642,Hyperglycemia,99886,0003074,4195,0060334
12647,Maturity-onset diabetes of the young,99886,0004904,0050524,0060334
12652,Transient neonatal diabetes mellitus,99886,0008255,0060334,0060334
12657,Diabetes mellitus,1501,0000819,9351,3948
12658,Hypertension,1501,0000822,10763,3948
12659,Hypertrichosis,1501,0000998,420,3948
12660,Glucose intolerance,1501,0001952,10603,3948
12661,Hypokalemia,1501,0002900,4500,3948
12662,Adrenocortical carcinoma,1501,0006744,3948,3948
12663,Hypopituitarism,1501,0040075,9406,3948
12664,Adrenocorticotropic hormone deficiency,1501,0011748,0080150,3948
12665,Lung adenocarcinoma,1501,0030078,3910,3948
12666,Hypothyroidism,95716,0000821,1459,0112183
12672,Congenital hypothyroidism,95716,0000851,0050328,0112183
12678,Goiter,95716,0000853,12176,0112183
12684,Intellectual disability,95716,0001249,1059,0112183
12690,Cholestasis,95716,0001396,13580,0112183
12696,Umbilical hernia,95716,0001537,0060321,0112183
12702,Constipation,95716,0002019,2089,0112183
12708,Hypothyroidism,705,0000821,1459,0060744
12711,Hyperparathyroidism,705,0000843,13543,0060744
12714,Goiter,705,0000853,12176,0060744
12717,Intellectual disability,705,0001249,1059,0060744
12720,Tracheal stenosis,705,0002777,3227,0060744
12723,Enlarged vestibular aqueduct,705,0011387,0050332,0060744
12726,Hypothyroidism,69665,0000821,1459,0070227
12730,Cholecystitis,69665,0001082,1949,0070227
12734,Cholestasis,69665,0001396,13580,0070227
12738,Preeclampsia,69665,0100602,10591,0070227
12742,Hypothyroidism,2118,0000821,1459,0111362
12743,Metabolic acidosis,2118,0001942,0050758,0111362
12744,Hypothyroidism,602,0000821,1459,0080718
12745,Cardiomyopathy,602,0001638,0050700,0080718
12746,Myopathy,602,0003198,423,0080718
12747,Hypothyroidism,349,0000821,1459,14500
12748,Intellectual disability,349,0001249,1059,14500
12749,Lipodystrophy,349,0009125,811,14500
12750,Hypertension,526,0000822,10763,0050477
12753,Constipation,526,0002019,2089,0050477
12756,Hypokalemia,526,0002900,4500,0050477
12759,Hypertension,729,0000822,10763,8997
12762,Portal hypertension,729,0001409,10762,8997
12765,Leukemia,729,0001909,1240,8997
12768,Pulmonary embolism,729,0002204,9477,8997
12771,Acute leukemia,729,0002488,12603,8997
12774,Budd-Chiari syndrome,729,0002639,11512,8997
12777,Intermittent claudication,729,0004417,3669,8997
12780,Myelofibrosis,729,0011974,4971,8997
12783,Portal vein thrombosis,729,0030242,11695,8997
12786,Hypertension,731,0000822,10763,0110861
12788,Cholestasis,731,0001396,13580,0110861
12790,Portal hypertension,731,0001409,10762,0110861
12792,Oligohydramnios,731,0001562,12215,0110861
12794,Thrombocytopenia,731,0001873,1588,0110861
12796,Hypersplenism,731,0001971,6376,0110861
12798,Esophageal varix,731,0002040,112,0110861
12800,Pneumonia,731,0002090,552,0110861
12802,Pneumothorax,731,0002107,1673,0110861
12804,Protein-losing enteropathy,731,0002243,10611,0110861
12806,Respiratory failure,731,0002878,11162,0110861
12808,Hepatoblastoma,731,0002884,687,0110861
12810,Chronic kidney disease,731,0012622,784,0110861
12812,Cholangitis,731,0030151,9446,0110861
12814,Cholangiocarcinoma,731,0030153,4947,0110861
12816,Hypertension,79276,0000822,10763,3890
12817,Hepatocellular carcinoma,79276,0001402,684,3890
12818,Diarrhea,79276,0002014,13250,3890
12819,Constipation,79276,0002019,2089,3890
12820,Ileus,79276,0002595,8440,3890
12821,Intestinal obstruction,79276,0005214,8437,3890
12822,Hypertension,134,0000822,10763,14723
12823,Intellectual disability,134,0001249,1059,14723
12824,Thrombocytosis,134,0001894,2228,14723
12825,Metabolic acidosis,134,0001942,0050758,14723
12826,Hypoglycemia,134,0001943,9993,14723
12827,Diarrhea,134,0002014,13250,14723
12828,Hyperuricemia,134,0002149,1920,14723
12829,Hyperglycemia,134,0003074,4195,14723
12830,Hyperinsulinemic hypoglycemia,276152,0000825,13317,0080137
12831,Hyperparathyroidism,276152,0000843,13543,0080137
12832,Thyroid adenoma,276152,0000854,2891,0080137
12833,Cholestasis,276152,0001396,13580,0080137
12834,Sarcoma,276152,0100242,1115,0080137
12835,Diarrhea,276152,0002014,13250,0080137
12836,Zollinger-Ellison syndrome,276152,0002044,0050782,0080137
12837,Thymoma,276152,0100522,3275,0080137
12838,Esophagitis,276152,0100633,11963,0080137
12839,Pituitary adenoma,276152,0002893,3829,0080137
12840,Parathyroid adenoma,276152,0002897,7608,0080137
12841,Hypercalcemia,276152,0003072,12678,0080137
12842,Parathyroid carcinoma,276152,0006780,1540,0080137
12843,Hyperpituitarism,276152,0010514,2444,0080137
12844,Fibroma,276152,0010614,0050871,0080137
12845,Insulinoma,276152,0012197,3892,0080137
12846,Extrahepatic cholestasis,276152,0012334,13619,0080137
12847,Hyperinsulinemic hypoglycemia,97279,0000825,13317,3892
12849,Hyperparathyroidism,97279,0000843,13543,3892
12851,Hypoglycemia,97279,0001943,9993,3892
12853,Zollinger-Ellison syndrome,97279,0002044,0050782,3892
12855,Pituitary adenoma,97279,0002893,3829,3892
12857,Primary hyperparathyroidism,97279,0008200,11202,3892
12859,Transient global amnesia,97279,0010534,13027,3892
12861,Hypoparathyroidism,746,0000829,11199,0111277
12863,Cholestasis,746,0001396,13580,0111277
12865,Congestive heart failure,746,0001635,6000,0111277
12867,Cardiomyopathy,746,0001638,0050700,0111277
12869,Hypoglycemia,746,0001943,9993,0111277
12871,Respiratory failure,746,0002878,11162,0111277
12873,Myopathy,746,0003198,423,0111277
12875,Goiter,163634,0000853,12176,0060221
12877,Hemangioma,163634,0001028,255,0060221
12879,Cerebral palsy,163634,0100021,1969,0060221
12881,Sarcoma,163634,0100242,1115,0060221
12883,Scoliosis,163634,0002650,0060249,0060221
12885,Pituitary adenoma,163634,0002893,3829,0060221
12887,Parathyroid adenoma,163634,0002897,7608,0060221
12889,Breast carcinoma,163634,0003002,3459,0060221
12891,Chondrosarcoma,163634,0006765,3371,0060221
12893,Diabetes insipidus,223,0000873,9409,12387
12895,Polyhydramnios,223,0001561,8488,12387
12897,Constipation,223,0002019,2089,12387
12899,Nephrogenic diabetes insipidus,223,0009806,12387,12387
12901,Osteoporosis,1517,0000939,11476,0060569
12903,Syndactyly,1517,0001159,11193,0060569
12905,Intellectual disability,1517,0001249,1059,0060569
12907,Umbilical hernia,1517,0001537,0060321,0060569
12909,Cardiomyopathy,1517,0001638,0050700,0060569
12911,Hypertrophic cardiomyopathy,1517,0001639,11984,0060569
12913,Patent ductus arteriosus,1517,0001643,13832,0060569
12915,Osteoporosis,2771,0000939,11476,0060231
12917,Pterygium,2771,0001059,0002116,0060231
12919,Scoliosis,2771,0002650,0060249,0060231
12921,Arthrogryposis multiplex congenita,2771,0002804,0080954,0060231
12923,Osteoporosis,98850,0000939,11476,4798
12928,Urticaria,98850,0001025,1555,4798
12933,Portal hypertension,98850,0001409,10762,4798
12938,Thrombocytopenia,98850,0001873,1588,4798
12943,Neutropenia,98850,0001875,1227,4798
12948,Pancytopenia,98850,0001876,12450,4798
12953,Anemia,98850,0001903,2355,4798
12958,Leukemia,98850,0001909,1240,4798
12963,Hypersplenism,98850,0001971,6376,4798
12968,Diarrhea,98850,0002014,13250,4798
12973,Exanthem,98850,4000054,0050486,4798
12978,Osteoporosis,85193,0000939,11476,12559
12981,Osteoporosis,77293,0000939,11476,0070112
12982,Cholelithiasis,77293,0001081,10211,0070112
12983,Intellectual disability,77293,0001249,1059,0070112
12984,Thrombocytopenia,77293,0001873,1588,0070112
12985,Leukemia,77293,0001909,1240,0070112
12986,Hypersplenism,77293,0001971,6376,0070112
12987,Apraxia,77293,0002186,0060135,0070112
12988,Acute leukemia,77293,0002488,12603,0070112
12989,Atherosclerosis,77293,0002621,1936,0070112
12990,Arteriosclerosis,77293,0002634,2349,0070112
12991,Systemic lupus erythematosus,77293,0002725,9074,0070112
12992,Acute promyelocytic leukemia,77293,0004836,0060318,0070112
12993,Attention deficit hyperactivity disorder,77293,0007018,1094,0070112
12994,Hypolipoproteinemia,77293,0010981,1387,0070112
12995,Osteoporosis,232,0000939,11476,10923
12996,Cholelithiasis,232,0001081,10211,10923
12997,Cholestasis,232,0001396,13580,10923
12998,Hemolytic anemia,232,0001878,583,10923
12999,Iron deficiency anemia,232,0001891,11758,10923
13000,Thrombocytosis,232,0001894,2228,10923
13001,Anemia,232,0001903,2355,10923
13002,Hypochromic anemia,232,0001931,11759,10923
13003,Microcytic anemia,232,0001935,11252,10923
13004,Osteomyelitis,232,0002754,1019,10923
13005,Osteoporosis,1159,0000939,11476,0090004
13006,Scoliosis,1159,0002650,0060249,0090004
13007,Spondyloepiphyseal dysplasia,1159,0002655,0112280,0090004
13008,Arthropathy,1159,0003040,381,0090004
13009,Osteoporosis,93284,0000939,11476,0112284
13010,Arthritis,93284,0001369,848,0112284
13011,Scoliosis,93284,0002650,0060249,0112284
13012,Multiple epiphyseal dysplasia,93284,0002654,12721,0112284
13013,Osteoarthritis,93284,0002758,8398,0112284
13014,Hypohidrosis,633,0000966,11155,9521
13015,Brachydactyly,633,0001156,0050581,9521
13016,Intellectual disability,633,0001249,1059,9521
13017,Arthritis,633,0001369,848,9521
13018,Obesity,633,0001513,9970,9521
13019,Hypoglycemia,633,0001943,9993,9521
13020,Osteoarthritis,633,0002758,8398,9521
13021,Tooth agenesis,633,0009804,0050591,9521
13022,Ectodermal dysplasia,69087,0000968,2121,0111528
13023,Adermatoglyphia,69087,0007455,0111357,0111528
13024,Anhidrosis,659,0000970,11156,0112011
13027,Alopecia,659,0001596,987,0112011
13030,Melanoma,659,0002861,1909,0112011
13033,Tooth agenesis,659,0009804,0050591,0112011
13036,Ankylosis,659,0031013,227,0112011
13039,Anhidrosis,64752,0000970,11156,0070145
13041,Intellectual disability,64752,0001249,1059,0070145
13043,Purpura,274,0000979,3326,2217
13046,Thrombocytopenia,274,0001873,1588,2217
13049,Migraine,274,0002076,6364,2217
13052,Asthma,274,0002099,2841,2217
13055,Purpura,79477,0000979,3326,0060833
13056,Cholestasis,79477,0001396,13580,0060833
13057,Neutropenia,79477,0001875,1227,0060833
13058,Pancytopenia,79477,0001876,12450,0060833
13059,Purpura,51188,0000979,3326,0060640
13060,Intellectual disability,51188,0001249,1059,0060640
13061,Diarrhea,51188,0002014,13250,0060640
13062,Lactic acidosis,51188,0003128,3650,0060640
13063,Lymphedema,545,0001004,4977,0050873
13067,Meningitis,545,0001287,9471,0050873
13071,Lymphoma,545,0002665,0060058,0050873
13075,Lymphedema,69735,0001004,4977,0111360
13076,Alopecia,69735,0001596,987,0111360
13077,Lymphedema,109,0001004,4977,0050657
13078,Hemangioma,109,0001028,255,0050657
13079,Intellectual disability,109,0001249,1059,0050657
13080,Arteriovenous malformation,109,0100026,11294,0050657
13081,Hypoglycemia,109,0001943,9993,0050657
13082,Thyroiditis,109,0100646,7166,0050657
13083,Scoliosis,109,0002650,0060249,0050657
13084,Lymphoma,109,0002665,0060058,0050657
13085,Meningioma,109,0002858,3565,0050657
13086,Myopathy,109,0003198,423,0050657
13087,Aortic aneurysm,109,0004942,3627,0050657
13088,Capillary hemangioma,109,0005306,2725,0050657
13089,Lipoma,109,0012032,3315,0050657
13090,Lymphedema,1426,0001004,4977,0111588
13091,Brachydactyly,1426,0001156,0050581,0111588
13092,Preeclampsia,1426,0100602,10591,0111588
13093,Hemangioma,296,0001028,255,4624
13096,Anemia,296,0001903,2355,4624
13099,Sarcoma,296,0100242,1115,4624
13102,Lymphangioma,296,0100764,1475,4624
13105,Chondrosarcoma,296,0006765,3371,4624
13108,Seborrheic dermatitis,302,0001051,8741,13777
13112,Squamous cell carcinoma,302,0002860,1749,13777
13116,Papilloma,302,0012740,2615,13777
13120,Acne,3243,0001061,6543,0080746
13121,Arthritis,3243,0001369,848,0080746
13122,Cardiomyopathy,3243,0001638,0050700,0080746
13123,Dilated cardiomyopathy,3243,0001644,12930,0080746
13124,Anemia,3243,0001903,2355,0080746
13125,Leukemia,3243,0001909,1240,0080746
13126,Myositis,3243,0100614,633,0080746
13127,Acute leukemia,3243,0002488,12603,0080746
13128,Vasculitis,3243,0002633,865,0080746
13129,Breast carcinoma,3243,0003002,3459,0080746
13130,Acute myeloid leukemia,3243,0004808,9119,0080746
13131,Chronic leukemia,3243,0005558,1036,0080746
13132,Pyoderma gangrenosum,3243,0025452,8553,0080746
13133,Panniculitis,3243,0012490,1526,0080746
13134,Acne,530,0001061,6543,14498
13135,Dystonia,530,0001332,543,14498
13136,Alopecia,530,0001596,987,14498
13137,Papilloma,530,0012740,2615,14498
13138,Cholelithiasis,3166,0001081,10211,3659
13139,Syndactyly,3166,0001159,11193,3659
13140,Intellectual disability,3166,0001249,1059,3659
13141,Attention deficit hyperactivity disorder,3166,0007018,1094,3659
13142,Sleep apnea,3166,0010535,0050847,3659
13143,Cholelithiasis,288,0001081,10211,2373
13147,Cholestasis,288,0001396,13580,2373
13151,Hemolytic anemia,288,0001878,583,2373
13155,Anemia,288,0001903,2355,2373
13159,Congenital hemolytic anemia,288,0004804,589,2373
13163,Cholelithiasis,822,0001081,10211,12971
13168,Arthritis,822,0001369,848,12971
13173,Cholestasis,822,0001396,13580,12971
13178,Cardiomyopathy,822,0001638,0050700,12971
13183,Restrictive cardiomyopathy,822,0001723,397,12971
13188,Hemolytic anemia,822,0001878,583,12971
13193,Anemia,822,0001903,2355,12971
13198,Gout,822,0001997,13189,12971
13203,Exanthem,822,4000054,0050486,12971
13208,Cholelithiasis,3202,0001081,10211,0111575
13211,Cholestasis,3202,0001396,13580,0111575
13214,Hemolytic anemia,3202,0001878,583,0111575
13217,Polycythemia,3202,0001901,8432,0111575
13220,Anemia,3202,0001903,2355,0111575
