,HPO_LABEL,ORPHA,HPO,MESH,DOID
16728,Pain,654,0012531,D010146,2154
16739,Pseudopapilledema,1451,0000538,C562401,0090029
16740,Uveitis,1451,0000554,D014605,0090029
16741,Blindness,1451,0000618,D001766,0090029
16742,Edema,1451,0000969,D004487,0090029
16743,Purpura,1451,0000979,D011693,0090029
16744,Urticaria,1451,0001025,D014581,0090029
16745,Brachydactyly,1451,0001156,D059327,0090029
16746,Intellectual disability,1451,0001249,D008607,0090029
16747,Meningitis,1451,0001287,D008581,0090029
16748,Premature birth,1451,0001622,D047928,0090029
16749,Splenomegaly,1451,0001744,D013163,0090029
16750,Anemia,1451,0001903,D000740,0090029
16751,Fever,1451,0001945,D005334,0090029
16752,Leukocytosis,1451,0001974,D007964,0090029
16753,Hepatomegaly,1451,0002240,D006529,0090029
16754,Headache,1451,0002315,D006261,0090029
16755,Optic neuritis,1451,0100653,D009902,0090029
16756,Lymphadenopathy,1451,0002716,D000072281,0090029
16757,Arthralgia,1451,0002829,D018771,0090029
16758,Myalgia,1451,0003326,D063806,0090029
16759,Fatigue,1451,0012378,D005221,0090029
16760,Pain,1451,0012531,D010146,0090029
16761,Retinal detachment,90050,0000541,D012163,13025
16764,Blindness,90050,0000618,D001766,13025
16767,Premature birth,90050,0001622,D047928,13025
16770,Vitreous hemorrhage,90050,0007902,D014823,13025
16773,Retinal detachment,892,0000541,D012163,14175
16774,Anxiety,892,0000739,D001007,14175
16775,Hypertension,892,0000822,D006973,14175
16776,Acute coronary syndrome,892,0033678,D054058,14175
16777,Edema,892,0000969,D004487,14175
16778,Hyperhidrosis,892,0000975,D006945,14175
16779,Pallor,892,0000980,D010167,14175
16780,Hemangioma,892,0001028,D006391,14175
16781,Papilledema,892,0001085,D010211,14175
16782,Hypertensive retinopathy,892,0001095,D058437,14175
16783,Stroke,892,0001297,D020521,14175
16784,Muscle weakness,892,0001324,D018908,14175
16785,Myocardial infarction,892,0001658,D009203,14175
16786,Polycythemia,892,0001901,D011086,14175
16787,Abdominal pain,892,0002027,D015746,14175
16788,Headache,892,0002315,D006261,14175
16789,Vertigo,892,0002321,D014717,14175
16790,Pheochromocytoma,892,0002666,D010673,14175
16791,Paraganglioma,892,0002668,D010235,14175
16792,Back pain,892,0003418,D001416,14175
16793,Macular edema,892,0040049,D008269,14175
16794,Hamartoma,892,0010566,D006222,14175
16795,Hemangioblastoma,892,0010797,D018325,14175
16796,Pain,892,0012531,D010146,14175
16797,Myocarditis,892,0012819,D009205,14175
16798,Myopia,1515,0000545,D009216,0050577
16803,Osteoporosis,1515,0000939,D010024,0050577
16808,Brachydactyly,1515,0001156,D059327,0050577
16813,Syndactyly,1515,0001159,D013576,0050577
16818,Myopia,180,0000545,D009216,9821
16819,Myopia,920,0000545,D009216,0060550
16820,Cutis laxa,920,0000973,D003483,0060550
16821,Syndactyly,920,0001159,D013576,0060550
16822,Hernia,920,0100790,D006547,0060550
16823,Corneal opacity,920,0007957,D003318,0060550
16824,Myopia,49382,0000545,D009216,13911
16831,Retinal degeneration,49382,0000546,D012162,13911
16838,Scotoma,49382,0000575,D012607,13911
16845,Photophobia,49382,0000613,D020795,13911
16852,Retinal degeneration,827,0000546,D012162,0050817
16857,Scotoma,827,0000575,D012607,0050817
16862,Macular degeneration,827,0000608,D008268,0050817
16867,Retinal degeneration,85128,0000546,D012162,0050683
16868,Scotoma,85128,0000575,D012607,0050683
16869,Macular degeneration,85128,0000608,D008268,0050683
16870,Retinitis,85128,0032118,D012173,0050683
16871,Retinal degeneration,94147,0000546,D012162,0050958
16872,Ophthalmoplegia,94147,0000602,D009886,0050958
16873,Macular degeneration,94147,0000608,D008268,0050958
16874,Photophobia,94147,0000613,D020795,0050958
16875,Blindness,94147,0000618,D001766,0050958
16876,Ataxia,94147,0001251,D001259,0050958
16877,Dysarthria,94147,0001260,D004401,0050958
16878,Muscle weakness,94147,0001324,D018908,0050958
16879,Failure to thrive,94147,0001508,D005183,0050958
16880,Uveitis,52417,0000554,D014605,0050909
16885,Hyperhidrosis,52417,0000975,D006945,0050909
16890,Weight loss,52417,0001824,D015431,0050909
16895,Anemia,52417,0001903,D000740,0050909
16900,Fever,52417,0001945,D005334,0050909
16905,Constipation,52417,0002019,D003248,0050909
16910,Abdominal pain,52417,0002027,D015746,0050909
16915,Lymphoma,52417,0002665,D008223,0050909
16920,Lymphadenopathy,52417,0002716,D000072281,0050909
16925,Fatigue,52417,0012378,D005221,0050909
16930,Pain,52417,0012531,D010146,0050909
16935,Scotoma,104,0000575,D012607,705
16946,Optic atrophy,104,0000648,D009896,705
16957,Ataxia,104,0001251,D001259,705
16968,Tremor,104,0001337,D014202,705
16979,Ophthalmoplegia,480,0000602,D009886,12934
16982,Ataxia,480,0001251,D001259,12934
16985,Atrioventricular block,480,0001678,D054537,12934
16988,Hypopituitarism,480,0040075,D007018,12934
16991,Heart block,480,0012722,D006327,12934
16994,Ophthalmoplegia,597,0000602,D009886,3529
16995,Muscle weakness,597,0001324,D018908,3529
16996,Mitral valve prolapse,597,0001634,D008945,3529
16997,Talipes,597,0001883,D000070558,3529
16998,Malignant hyperthermia,597,0002047,D008305,3529
16999,Respiratory insufficiency,597,0002093,D012131,3529
17000,Scoliosis,597,0002650,D012600,3529
17001,Kyphosis,597,0002808,D007738,3529
17002,Hip dislocation,597,0002827,D006617,3529
17003,Ophthalmoplegia,98756,0000602,D009886,0050955
17004,Dementia,98756,0000726,D003704,0050955
17005,Ataxia,98756,0001251,D001259,0050955
17006,Dysarthria,98756,0001260,D004401,0050955
17007,Cerebellar hypoplasia,98756,0001321,C562568,0050955
17008,Dystonia,98756,0001332,D004421,0050955
17009,Tremor,98756,0001337,D014202,0050955
17010,Gait ataxia,98756,0002066,D020234,0050955
17011,Chorea,98756,0002072,D002819,0050955
17012,Ophthalmoplegia,270,0000602,D009886,11719
17013,Spondylolisthesis,270,0003302,D013168,11719
17014,Ophthalmoplegia,257,0000602,D009886,0090017
17015,Muscle weakness,257,0001324,D018908,0090017
17016,Alopecia,257,0001596,D000505,0090017
17017,Mutism,257,0002300,D009155,0090017
17018,Aphasia,257,0002381,D001037,0090017
17019,Echolalia,257,0010529,D004454,0090017
17020,Fatigue,257,0012378,D005221,0090017
17021,Photophobia,1872,0000613,D020795,0050572
17050,Photophobia,75374,0000613,D020795,0050335
17052,Photophobia,1873,0000613,D020795,0111404
17053,Optic atrophy,1873,0000648,D009896,0111404
17054,Amelogenesis imperfecta,1873,0000705,D000567,0111404
17055,Photophobia,209967,0000613,D020795,0050994
17056,Diplopia,209967,0000651,D004172,0050994
17057,Ataxia,209967,0001251,D001259,0050994
17058,Hemiplegia,209967,0002301,D006429,0050994
17059,Headache,209967,0002315,D006261,0050994
17060,Vertigo,209967,0002321,D014717,0050994
17061,Blindness,644,0000618,D001766,0111273
17062,Dementia,644,0000726,D003704,0111273
17063,Intellectual disability,644,0001249,D008607,0111273
17064,Ataxia,644,0001251,D001259,0111273
17065,Muscle weakness,644,0001324,D018908,0111273
17066,Myoclonus,644,0001336,D009207,0111273
17067,Gait ataxia,644,0002066,D020234,0111273
17068,Headache,644,0002315,D006261,0111273
17069,Blepharospasm,98758,0000643,D001764,0050956
17070,Diplopia,98758,0000651,D004172,0050956
17071,Ataxia,98758,0001251,D001259,0050956
17072,Dysarthria,98758,0001260,D004401,0050956
17073,Dystonia,98758,0001332,D004421,0050956
17074,Tremor,98758,0001337,D014202,0050956
17075,Gait ataxia,98758,0002066,D020234,0050956
17076,Blepharospasm,53351,0000643,D001764,0090057
17077,Dystonia,53351,0001332,D004421,0090057
17078,Myoclonus,53351,0001336,D009207,0090057
17079,Tremor,53351,0001337,D014202,0090057
17080,Chorea,53351,0002072,D002819,0090057
17081,Pneumonia,53351,0002090,D011014,0090057
17082,Blepharospasm,101,0000643,D001764,0060162
17083,Dementia,101,0000726,D003704,0060162
17084,Ataxia,101,0001251,D001259,0060162
17085,Dysarthria,101,0001260,D004401,0060162
17086,Dystonia,101,0001332,D004421,0060162
17087,Myoclonus,101,0001336,D009207,0060162
17088,Tremor,101,0001337,D014202,0060162
17089,Gait ataxia,101,0002066,D020234,0060162
17090,Chorea,101,0002072,D002819,0060162
17091,Optic atrophy,3152,0000648,D009896,0060251
17093,Syndactyly,3152,0001159,D013576,0060251
17095,Muscle weakness,3152,0001324,D018908,0060251
17097,Hyperostosis,3152,0100774,D015576,0060251
17099,Optic atrophy,49827,0000648,D009896,0090117
17100,Diabetes mellitus,49827,0000819,D003920,0090117
17101,Pallor,49827,0000980,D010167,0090117
17102,Lethargy,49827,0001254,D053609,0090117
17103,Stroke,49827,0001297,D020521,0090117
17104,Tachycardia,49827,0001649,D013610,0090117
17105,Thrombocytopenia,49827,0001873,D013921,0090117
17106,Anemia,49827,0001903,D000740,0090117
17107,Glucose intolerance,49827,0001952,D018149,0090117
17108,Diarrhea,49827,0002014,D003967,0090117
17109,Anorexia,49827,0002039,D000855,0090117
17110,Headache,49827,0002315,D006261,0090117
17111,Paresthesia,49827,0003401,D010292,0090117
17112,Optic atrophy,95,0000648,D009896,12705
17113,Diabetes mellitus,95,0000819,D003920,12705
17114,Ataxia,95,0001251,D001259,12705
17115,Dysarthria,95,0001260,D004401,12705
17116,Muscle weakness,95,0001324,D018908,12705
17117,Dystonia,95,0001332,D004421,12705
17118,Tremor,95,0001337,D014202,12705
17119,Glucose intolerance,95,0001952,D018149,12705
17120,Gait ataxia,95,0002066,D020234,12705
17121,Chorea,95,0002072,D002819,12705
17122,Scoliosis,95,0002650,D012600,12705
17123,Optic atrophy,363417,0000648,D009896,0050814
17124,Diastema,363417,0000699,D003970,0050814
17125,Brachydactyly,363417,0001156,D059327,0050814
17126,Syndactyly,363417,0001159,D013576,0050814
17127,Intellectual disability,363417,0001249,D008607,0050814
17128,Radioulnar synostosis,363417,0002974,C562408,0050814
17129,Polydactyly,363417,0010442,D017689,0050814
17130,Optic atrophy,184,0000648,D009896,1856
17131,Apnea,184,0002104,D001049,1856
17132,Airway obstruction,184,0006536,D000402,1856
17133,Optic atrophy,1513,0000648,D009896,0080032
17134,Intellectual disability,1513,0001249,D008607,0080032
17135,Hyperostosis,1513,0100774,D015576,0080032
17136,Optic atrophy,98755,0000648,D009896,0050954
17137,Ataxia,98755,0001251,D001259,0050954
17138,Dysarthria,98755,0001260,D004401,0050954
17139,Dystonia,98755,0001332,D004421,0050954
17140,Tremor,98755,0001337,D014202,0050954
17141,Chorea,98755,0002072,D002819,0050954
17142,Respiratory insufficiency,98755,0002093,D012131,0050954
17143,Diplopia,276198,0000651,D004172,0050983
17144,Ataxia,276198,0001251,D001259,0050983
17145,Dysarthria,276198,0001260,D004401,0050983
17146,Myoclonus,276198,0001336,D009207,0050983
17147,Tremor,276198,0001337,D014202,0050983
17148,Headache,276198,0002315,D006261,0050983
17149,Vertigo,276198,0002321,D014717,0050983
17150,Diplopia,37612,0000651,D004172,0050989
17151,Hyperhidrosis,37612,0000975,D006945,0050989
17152,Dysarthria,37612,0001260,D004401,0050989
17153,Nausea,37612,0002018,D009325,0050989
17154,Chorea,37612,0002072,D002819,0050989
17155,Dyspnea,37612,0002094,D004417,0050989
17156,Headache,37612,0002315,D006261,0050989
17157,Vertigo,37612,0002321,D014717,0050989
17158,Myokymia,37612,0002411,D020385,0050989
17159,Myotonia,37612,0002486,D009222,0050989
17160,Scoliosis,37612,0002650,D012600,0050989
17161,Kyphosis,37612,0002808,D007738,0050989
17162,Diplopia,79476,0000651,D004172,0060832
17163,Intellectual disability,79476,0001249,D008607,0060832
17164,Ataxia,79476,0001251,D001259,0060832
17165,Diplopia,98773,0000651,D004172,0050972
17166,Intellectual disability,98773,0001249,D008607,0050972
17167,Ataxia,98773,0001251,D001259,0050972
17168,Dysarthria,98773,0001260,D004401,0050972
17169,Tremor,98773,0001337,D014202,0050972
17170,Gait ataxia,98773,0002066,D020234,0050972
17171,Ectropion,31150,0000656,D004483,1388
17172,Muscle weakness,31150,0001324,D018908,1388
17173,Thrombocytopenia,31150,0001873,D013921,1388
17174,Anemia,31150,0001903,D000740,1388
17175,Abdominal pain,31150,0002027,D015746,1388
17176,Hypertriglyceridemia,31150,0002155,D015228,1388
17177,Atherosclerosis,31150,0002621,D050197,1388
17178,Arteriosclerosis,31150,0002634,D001161,1388
17179,Lymphadenopathy,31150,0002716,D000072281,1388
17180,Syringomyelia,31150,0003396,D013595,1388
17181,Corneal opacity,31150,0007957,D003318,1388
17182,Pain,31150,0012531,D010146,1388
17183,Depression,144,0000716,D003863,3883
17194,Hallucinations,144,0000738,D006212,3883
17205,Anxiety,144,0000739,D001007,3883
17216,Dysarthria,144,0001260,D004401,3883
17227,Weight loss,144,0001824,D015431,3883
17238,Constipation,144,0002019,D003248,3883
17249,Abdominal pain,144,0002027,D015746,3883
17260,Gastrointestinal hemorrhage,144,0002239,D006471,3883
17271,Amaurosis fugax,144,0100576,D020757,3883
17282,Headache,144,0002315,D006261,3883
17293,Neuroblastoma,144,0003006,D009447,3883
17304,Paresthesia,144,0003401,D010292,3883
17315,Intestinal polyposis,144,0200008,D044483,3883
17326,Glioma,144,0009733,D005910,3883
17337,Agnosia,144,0010524,D000377,3883
17348,Fatigue,144,0012378,D005221,3883
17359,Pain,144,0012531,D010146,3883
17370,Depression,501,0000716,D003863,3534
17372,Dementia,501,0000726,D003704,3534
17374,Hallucinations,501,0000738,D006212,3534
17376,Ataxia,501,0001251,D001259,3534
17378,Dysarthria,501,0001260,D004401,3534
17380,Confusion,501,0001289,D003221,3534
17382,Myoclonus,501,0001336,D009207,3534
17384,Pneumonia,501,0002090,D011014,3534
17386,Status epilepticus,501,0002133,D013226,3534
17388,Headache,501,0002315,D006261,3534
17390,Depression,98818,0000716,D003863,2538
17391,Anxiety,98818,0000739,D001007,2538
17392,Ataxia,98818,0001251,D001259,2538
17393,Gait ataxia,98818,0002066,D020234,2538
17394,Status epilepticus,98818,0002133,D013226,2538
17395,Mutism,98818,0002300,D009155,2538
17396,Aphasia,98818,0002381,D001037,2538
17397,Autoimmunity,98818,0002960,D015551,2538
17398,Depression,93256,0000716,D003863,0050879
17399,Dementia,93256,0000726,D003704,0050879
17400,Anxiety,93256,0000739,D001007,0050879
17401,Hypothyroidism,93256,0000821,D007037,0050879
17402,Hypertension,93256,0000822,D006973,0050879
17403,Ataxia,93256,0001251,D001259,0050879
17404,Dysarthria,93256,0001260,D004401,0050879
17405,Muscle weakness,93256,0001324,D018908,0050879
17406,Tremor,93256,0001337,D014202,0050879
17407,Gait ataxia,93256,0002066,D020234,0050879
17408,Erectile dysfunction,93256,0100639,D007172,0050879
17409,Hypotension,93256,0002615,D007022,0050879
17410,Myalgia,93256,0003326,D063806,0050879
17411,Pain,93256,0012531,D010146,0050879
17412,Depression,69665,0000716,D003863,0070227
17416,Hypothyroidism,69665,0000821,D007037,0070227
17420,Jaundice,69665,0000952,D007565,0070227
17424,Pruritus,69665,0000989,D011537,0070227
17428,Cholecystitis,69665,0001082,D002764,0070227
17432,Tremor,69665,0001337,D014202,0070227
17436,Cholestasis,69665,0001396,D002779,0070227
17440,Ascites,69665,0001541,D001201,0070227
17444,Premature birth,69665,0001622,D047928,0070227
17448,Abdominal pain,69665,0002027,D015746,0070227
17452,Respiratory insufficiency,69665,0002093,D012131,0070227
17456,Preeclampsia,69665,0100602,D011225,0070227
17460,Hyperbilirubinemia,69665,0002904,D006932,0070227
17464,Pain,69665,0012531,D010146,0070227
17468,Depression,101109,0000716,D003863,0050977
17469,Ataxia,101109,0001251,D001259,0050977
17470,Dysarthria,101109,0001260,D004401,0050977
17471,Dystonia,101109,0001332,D004421,0050977
17472,Tremor,101109,0001337,D014202,0050977
17473,Gait ataxia,101109,0002066,D020234,0050977
17474,Depression,178509,0000716,D003863,0060486
17475,Dementia,178509,0000726,D003704,0060486
17476,Apathy,178509,0000741,D057565,0060486
17477,Tremor,178509,0001337,D014202,0060486
17478,Weight loss,178509,0001824,D015431,0060486
17479,Hypotension,178509,0002615,D007022,0060486
17480,Hypoventilation,178509,0002791,D007040,0060486
17481,Depression,77293,0000716,D003863,0070112
17482,Osteoporosis,77293,0000939,D010024,0070112
17483,Cholelithiasis,77293,0001081,D002769,0070112
17484,Intellectual disability,77293,0001249,D008607,0070112
17485,Ataxia,77293,0001251,D001259,0070112
17486,Splenomegaly,77293,0001744,D013163,0070112
17487,Thrombocytopenia,77293,0001873,D013921,0070112
17488,Leukemia,77293,0001909,D007938,0070112
17489,Hypersplenism,77293,0001971,D006971,0070112
17490,Respiratory insufficiency,77293,0002093,D012131,0070112
17491,Hypertriglyceridemia,77293,0002155,D015228,0070112
17492,Hepatomegaly,77293,0002240,D006529,0070112
17493,Mania,77293,0100754,D000087122,0070112
17494,Atherosclerosis,77293,0002621,D050197,0070112
17495,Arteriosclerosis,77293,0002634,D001161,0070112
17496,Autoimmunity,77293,0002960,D015551,0070112
17497,Depression,98761,0000716,D003863,0050960
17498,Apathy,98761,0000741,D057565,0050960
17499,Ataxia,98761,0001251,D001259,0050960
17500,Dysarthria,98761,0001260,D004401,0050960
17501,Tremor,98761,0001337,D014202,0050960
17502,Gait ataxia,98761,0002066,D020234,0050960
17503,Status epilepticus,98761,0002133,D013226,0050960
17504,Depression,905,0000716,D003863,893
17505,Jaundice,905,0000952,D007565,893
17506,Edema,905,0000969,D004487,893
17507,Pruritus,905,0000989,D011537,893
17508,Intellectual disability,905,0001249,D008607,893
17509,Dysarthria,905,0001260,D004401,893
17510,Muscle weakness,905,0001324,D018908,893
17511,Arthritis,905,0001369,D001168,893
17512,Cholestasis,905,0001396,D002779,893
17513,Failure to thrive,905,0001508,D005183,893
17514,Splenomegaly,905,0001744,D013163,893
17515,Weight loss,905,0001824,D015431,893
17516,Thrombocytopenia,905,0001873,D013921,893
17517,Anemia,905,0001903,D000740,893
17518,Hepatomegaly,905,0002240,D006529,893
17519,Arthralgia,905,0002829,D018771,893
17520,Back pain,905,0003418,D001416,893
17521,Corneal opacity,905,0007957,D003318,893
17522,Hepatitis,905,0012115,D006505,893
17523,Pain,905,0012531,D010146,893
17524,Dementia,356,0000726,D003704,4249
17525,Ataxia,356,0001251,D001259,4249
17526,Dysarthria,356,0001260,D004401,4249
17527,Muscle weakness,356,0001324,D018908,4249
17528,Myoclonus,356,0001336,D009207,4249
17529,Gait ataxia,356,0002066,D020234,4249
17530,Paresthesia,356,0003401,D010292,4249
17531,Dementia,820,0000726,D003704,13096
17532,Hypertension,820,0000822,D006973,13096
17533,Muscle weakness,820,0001324,D018908,13096
17534,Tremor,820,0001337,D014202,13096
17535,Thromboembolism,820,0001907,D013923,13096
17536,Chorea,820,0002072,D002819,13096
17537,Amaurosis fugax,820,0100576,D020757,13096
17538,Headache,820,0002315,D006261,13096
17539,Vertigo,820,0002321,D014717,13096
17540,Aphasia,820,0002381,D001037,13096
17541,Autoimmunity,820,0002960,D015551,13096
17542,Dementia,98762,0000726,D003704,0050962
17543,Ataxia,98762,0001251,D001259,0050962
17544,Tremor,98762,0001337,D014202,0050962
17545,Hypokinesia,98762,0002375,D018476,0050962
17546,Anxiety,36387,0000739,D001007,0060170
17555,Ataxia,36387,0001251,D001259,0060170
17564,Tremor,36387,0001337,D014202,0060170
17573,Status epilepticus,36387,0002133,D013226,0060170
17582,Anxiety,33069,0000739,D001007,0080422
17590,Cyanosis,33069,0000961,D003490,0080422
17598,Pallor,33069,0000980,D010167,0080422
17606,Ataxia,33069,0001251,D001259,0080422
17614,Myoclonus,33069,0001336,D009207,0080422
17622,Tremor,33069,0001337,D014202,0080422
17630,Gait ataxia,33069,0002066,D020234,0080422
17638,Status epilepticus,33069,0002133,D013226,0080422
17646,Epilepsia partialis continua,33069,0012847,D017036,0080422
17654,Anxiety,309246,0000739,D001007,4795
17655,Dystonia,309246,0001332,D004421,4795
17656,Chorea,309246,0002072,D002819,4795
17657,Hyperacusis,309246,0010780,D012001,4795
17658,Anxiety,1501,0000739,D001007,3948
17659,Diabetes mellitus,1501,0000819,D003920,3948
17660,Hypertension,1501,0000822,D006973,3948
17661,Hyperaldosteronism,1501,0000859,D006929,3948
17662,Hyperhidrosis,1501,0000975,D006945,3948
17663,Hypertrichosis,1501,0000998,D006983,3948
17664,Striae distensae,1501,0001065,D057896,3948
17665,Muscle weakness,1501,0001324,D018908,3948
17666,Weight loss,1501,0001824,D015431,3948
17667,Glucose intolerance,1501,0001952,D018149,3948
17668,Abdominal pain,1501,0002027,D015746,3948
17669,Hypokalemia,1501,0002900,D007008,3948
17670,Adrenocortical carcinoma,1501,0006744,D018268,3948
17671,Hypopituitarism,1501,0040075,D007018,3948
17672,Adrenocorticotropic hormone deficiency,1501,0011748,C535668,3948
17673,Pain,1501,0012531,D010146,3948
17674,Anxiety,97279,0000739,D001007,3892
17676,Hyperparathyroidism,97279,0000843,D006961,3892
17678,Hyperhidrosis,97279,0000975,D006945,3892
17680,Lethargy,97279,0001254,D053609,3892
17682,Coma,97279,0001259,D003128,3892
17684,Muscle weakness,97279,0001324,D018908,3892
17686,Tremor,97279,0001337,D014202,3892
17688,Hypoglycemia,97279,0001943,D007003,3892
17690,Zollinger-Ellison syndrome,97279,0002044,D015043,3892
17692,Paresthesia,97279,0003401,D010292,3892
17694,Fatigue,97279,0012378,D005221,3892
17696,Apathy,134,0000741,D057565,14723
17697,Hypertension,134,0000822,D006973,14723
17698,Edema,134,0000969,D004487,14723
17699,Pallor,134,0000980,D010167,14723
17700,Intellectual disability,134,0001249,D008607,14723
17701,Ataxia,134,0001251,D001259,14723
17702,Coma,134,0001259,D003128,14723
17703,Weight loss,134,0001824,D015431,14723
17704,Thrombocytosis,134,0001894,D013922,14723
17705,Acidosis,134,0001941,D000138,14723
17706,Hypoglycemia,134,0001943,D007003,14723
17707,Dehydration,134,0001944,D003681,14723
17708,Fever,134,0001945,D005334,14723
17709,Ketosis,134,0001946,D007662,14723
17710,Leukocytosis,134,0001974,D007964,14723
17711,Hyperammonemia,134,0001987,D022124,14723
17712,Vomiting,134,0002013,D014839,14723
17713,Diarrhea,134,0002014,D003967,14723
17714,Anorexia,134,0002039,D000855,14723
17715,Hyperuricemia,134,0002149,D033461,14723
17716,Azotemia,134,0002157,D053099,14723
17717,Hepatomegaly,134,0002240,D006529,14723
17718,Hypotension,134,0002615,D007022,14723
17719,Tachypnea,134,0002789,D059246,14723
17720,Hyperglycemia,134,0003074,D006943,14723
17721,Cough,134,0012735,D003371,14723
17722,Pectus carinatum,63446,0000768,D066166,0050604
17723,Scoliosis,63446,0002650,D012600,0050604
17724,Coxa vara,63446,0002812,D060905,0050604
17725,Genu varum,63446,0002970,D056305,0050604
17726,Pectus carinatum,93314,0000768,D066166,0111554
17727,Brachydactyly,93314,0001156,D059327,0111554
17728,Scoliosis,93314,0002650,D012600,0111554
17729,Kyphosis,93314,0002808,D007738,0111554
17730,Coxa vara,93314,0002812,D060905,0111554
17731,Genu valgum,93314,0002857,D056304,0111554
17732,Nephrolithiasis,212,0000787,D053040,0090142
17733,Intellectual disability,212,0001249,D008607,0090142
17734,Tremor,212,0001337,D014202,0090142
17735,Talipes,212,0001883,D000070558,0090142
17736,Infertility,3000,0000789,D007246,0111545
17737,Oligospermia,3000,0000798,D009845,0111545
17738,Hematuria,1334,0000790,D006417,2058
17743,Pruritus,1334,0000989,D011537,2058
17748,Hemoptysis,1334,0002105,D006469,2058
17753,Cheilitis,1334,0100825,D002613,2058
17758,Skin ulcer,1334,0200042,D012883,2058
17763,Erythema,1334,0010783,D004890,2058
17768,Hepatitis,1334,0012115,D006505,2058
17773,Cough,1334,0012735,D003371,2058
17778,Dyspareunia,1334,0030016,D004414,2058
17783,Enuresis,199343,0000805,D004775,0060484
17784,Hyperaldosteronism,199343,0000859,D006929,0060484
17785,Intellectual disability,199343,0001249,D008607,0060484
17786,Ataxia,199343,0001251,D001259,0060484
17787,Muscle weakness,199343,0001324,D018908,0060484
17788,Tremor,199343,0001337,D014202,0060484
17789,Alkalosis,199343,0001948,D000471,0060484
17790,Polydipsia,199343,0001959,D059606,0060484
17791,Hypokalemia,199343,0002900,D007008,0060484
17792,Diabetes mellitus,2255,0000819,D003920,0111733
17793,Hypothyroidism,2255,0000821,D007037,0111733
17794,Congenital hypothyroidism,2255,0000851,D003409,0111733
17795,Insulin resistance,2255,0000855,D007333,0111733
17796,Single umbilical artery,2255,0001195,D058529,0111733
17797,Intellectual disability,2255,0001249,D008607,0111733
17798,Failure to thrive,2255,0001508,D005183,0111733
17799,Oligohydramnios,2255,0001562,D016104,0111733
17800,Tetralogy of Fallot,2255,0001636,D013771,0111733
17801,Exocrine pancreatic insufficiency,2255,0001738,D010188,0111733
17802,Glucose intolerance,2255,0001952,D018149,0111733
17803,Diarrhea,2255,0002014,D003967,0111733
17804,Dyspnea,2255,0002094,D004417,0111733
17805,Hernia,2255,0100790,D006547,0111733
17806,Biliary atresia,2255,0005912,D001656,0111733
17807,Diabetes mellitus,703,0000819,D003920,8506
17809,Eczema,703,0000964,D004485,8506
17811,Urticaria,703,0001025,D014581,8506
17813,Weight loss,703,0001824,D015431,8506
17815,Glucose intolerance,703,0001952,D018149,8506
17817,Autoimmunity,703,0002960,D015551,8506
17819,Erythema,703,0010783,D004890,8506
17821,Diabetes mellitus,2248,0000819,D003920,9955
17823,Glucose intolerance,2248,0001952,D018149,9955
17825,Diabetes mellitus,231214,0000819,D003920,0080771
17826,Hypothyroidism,231214,0000821,D007037,0080771
17827,Hypoparathyroidism,231214,0000829,D007011,0080771
17828,Adrenal insufficiency,231214,0000846,D000309,0080771
17829,Osteoporosis,231214,0000939,D010024,0080771
17830,Jaundice,231214,0000952,D007565,0080771
17831,Pallor,231214,0000980,D010167,0080771
17832,Cholestasis,231214,0001396,D002779,0080771
17833,Failure to thrive,231214,0001508,D005183,0080771
17834,Splenomegaly,231214,0001744,D013163,0080771
17835,Anemia,231214,0001903,D000740,0080771
17836,Fever,231214,0001945,D005334,0080771
17837,Glucose intolerance,231214,0001952,D018149,0080771
17838,Hypersplenism,231214,0001971,D006971,0080771
17839,Diarrhea,231214,0002014,D003967,0080771
17840,Dyspnea,231214,0002094,D004417,0080771
17841,Hepatomegaly,231214,0002240,D006529,0080771
17842,Arthralgia,231214,0002829,D018771,0080771
17843,Genu valgum,231214,0002857,D056304,0080771
17844,Skin ulcer,231214,0200042,D012883,0080771
17845,Venous thrombosis,231214,0004936,D020246,0080771
17846,Hypopituitarism,231214,0040075,D007018,0080771
17847,Pain,231214,0012531,D010146,0080771
17848,Hypothyroidism,705,0000821,D007037,0060744
17851,Hyperparathyroidism,705,0000843,D006961,0060744
17854,Goiter,705,0000853,D006042,0060744
17857,Intellectual disability,705,0001249,D008607,0060744
17860,Ataxia,705,0001251,D001259,0060744
17863,Respiratory insufficiency,705,0002093,D012131,0060744
17866,Vertigo,705,0002321,D014717,0060744
17869,Tracheal stenosis,705,0002777,D014135,0060744
17872,Hypothyroidism,2118,0000821,D007037,0111362
17873,Failure to thrive,2118,0001508,D005183,0111362
17874,Acidosis,2118,0001941,D000138,0111362
17875,4-hydroxyphenylacetic aciduria,2118,0003607,C535315,0111362
17876,Hypothyroidism,602,0000821,D007037,0080718
17877,Muscle weakness,602,0001324,D018908,0080718
17878,Hypothyroidism,349,0000821,D007037,14500
17879,Cyanosis,349,0000961,D003490,14500
17880,Hyperhidrosis,349,0000975,D006945,14500
17881,Intellectual disability,349,0001249,D008607,14500
17882,Failure to thrive,349,0001508,D005183,14500
17883,Cardiomegaly,349,0001640,D006332,14500
17884,Hepatomegaly,349,0002240,D006529,14500
17885,Kyphosis,349,0002808,D007738,14500
17886,Corneal opacity,349,0007957,D003318,14500
17887,Lipodystrophy,349,0009125,D008060,14500
